ID,Topic,English,Hindi,Difficulty,Part of speech,Source type,Dialogue links
ins-140,Insurance,cancel insurance premium payment,बीमा प्रीमियम भुगतान रद्द करना,intermediate,action,family-payment,
ins-141,Insurance,cancel life insurance policy,जीवन बीमा पॉलिसी रद्द करना,intermediate,action,family-policy,
ins-142,Insurance,car insurance policy coverage,वाहन बीमा पॉलिसी कवरेज,intermediate,term,family-policy,
ins-143,Insurance,car insurance policy excess,वाहन बीमा पॉलिसी अतिरिक्त भुगतान,intermediate,term,family-policy,
ins-144,Insurance,car insurance policy exclusion,वाहन बीमा पॉलिसी अपवर्जन,intermediate,term,family-policy,
ins-145,Insurance,car insurance policy holder,वाहन बीमा पॉलिसी धारक,intermediate,term,family-policy,
ins-146,Insurance,car insurance policy number,वाहन बीमा पॉलिसी संख्या,intermediate,term,family-policy,
ins-147,Insurance,car insurance policy premium,वाहन बीमा पॉलिसी प्रीमियम,intermediate,term,family-policy,
ins-148,Insurance,car insurance policy renewal,वाहन बीमा पॉलिसी का नवीनीकरण,intermediate,term,family-policy,
ins-149,Insurance,change car insurance policy,वाहन बीमा पॉलिसी बदलना,intermediate,action,family-policy,
ins-150,Insurance,change home insurance policy,गृह बीमा पॉलिसी बदलना,intermediate,action,family-policy,
ins-151,Insurance,change life insurance policy,जीवन बीमा पॉलिसी बदलना,intermediate,action,family-policy,
ins-152,Insurance,confirm insurance premium payment,बीमा प्रीमियम भुगतान की पुष्टि करना,intermediate,action,family-payment,
ins-153,Insurance,full insurance premium payment,पूर्ण बीमा प्रीमियम भुगतान,intermediate,term,family-payment,
ins-154,Insurance,home insurance policy coverage,गृह बीमा पॉलिसी कवरेज,intermediate,term,family-policy,
ins-155,Insurance,home insurance policy excess,गृह बीमा पॉलिसी अतिरिक्त भुगतान,intermediate,term,family-policy,
ins-156,Insurance,home insurance policy exclusion,गृह बीमा पॉलिसी अपवर्जन,intermediate,term,family-policy,
ins-157,Insurance,home insurance policy holder,गृह बीमा पॉलिसी धारक,intermediate,term,family-policy,
ins-158,Insurance,home insurance policy number,गृह बीमा पॉलिसी संख्या,intermediate,term,family-policy,
ins-159,Insurance,home insurance policy premium,गृह बीमा पॉलिसी प्रीमियम,intermediate,term,family-policy,
ins-160,Insurance,home insurance policy renewal,गृह बीमा पॉलिसी का नवीनीकरण,intermediate,term,family-policy,
ins-161,Insurance,insurance premium payment amount,बीमा प्रीमियम भुगतान राशि,intermediate,term,family-payment,
ins-162,Insurance,insurance premium payment confirmation,बीमा प्रीमियम भुगतान की पुष्टि,intermediate,term,family-payment,
ins-163,Insurance,insurance premium payment date,बीमा प्रीमियम भुगतान की तारीख,intermediate,term,family-payment,
ins-164,Insurance,insurance premium payment history,बीमा प्रीमियम भुगतान का इतिहास,intermediate,term,family-payment,
ins-165,Insurance,insurance premium payment method,बीमा प्रीमियम भुगतान का तरीका,intermediate,term,family-payment,
ins-166,Insurance,insurance premium payment receipt,बीमा प्रीमियम भुगतान की रसीद,intermediate,term,family-payment,
ins-167,Insurance,life insurance policy coverage,जीवन बीमा पॉलिसी कवरेज,intermediate,term,family-policy,dialogue-046
ins-168,Insurance,life insurance policy excess,जीवन बीमा पॉलिसी अतिरिक्त भुगतान,intermediate,term,family-policy,dialogue-046
ins-169,Insurance,life insurance policy exclusion,जीवन बीमा पॉलिसी अपवर्जन,intermediate,term,family-policy,dialogue-046
ins-170,Insurance,life insurance policy holder,जीवन बीमा पॉलिसी धारक,intermediate,term,family-policy,dialogue-046
ins-171,Insurance,life insurance policy number,जीवन बीमा पॉलिसी संख्या,intermediate,term,family-policy,dialogue-046
ins-172,Insurance,life insurance policy premium,जीवन बीमा पॉलिसी प्रीमियम,intermediate,term,family-policy,dialogue-046
ins-173,Insurance,life insurance policy renewal,जीवन बीमा पॉलिसी का नवीनीकरण,intermediate,term,family-policy,dialogue-046
ins-174,Insurance,make insurance premium payment,बीमा प्रीमियम भुगतान करना,intermediate,action,family-payment,dialogue-046
ins-175,Insurance,overdue insurance premium payment,अतिदेय बीमा प्रीमियम भुगतान,intermediate,term,family-payment,
ins-176,Insurance,partial insurance premium payment,आंशिक बीमा प्रीमियम भुगतान,intermediate,term,family-payment,
ins-177,Insurance,recurring insurance premium payment,नियमित बीमा प्रीमियम भुगतान,intermediate,term,family-payment,
ins-178,Insurance,refund insurance premium payment,बीमा प्रीमियम भुगतान वापस करना,intermediate,action,family-payment,
ins-179,Insurance,renew car insurance policy,वाहन बीमा पॉलिसी का नवीनीकरण करना,intermediate,action,family-policy,
ins-180,Insurance,renew home insurance policy,गृह बीमा पॉलिसी का नवीनीकरण करना,intermediate,action,family-policy,
soc-001,Centrelink & social support,benefit,लाभ भुगतान,foundation,term,curated-direct,
soc-002,Centrelink & social support,carer,देखभालकर्ता,foundation,term,curated-direct,dialogue-014
soc-003,Centrelink & social support,Centrelink,सेंटरलिंक,foundation,term,curated-direct,"dialogue-014,dialogue-052"
soc-004,Centrelink & social support,myGov,मायगव,foundation,term,curated-direct,dialogue-014
soc-005,Centrelink & social support,nominee,नामित प्रतिनिधि,intermediate,term,curated-direct,
soc-006,Centrelink & social support,overpayment,अधिक भुगतान,foundation,term,curated-direct,
soc-007,Centrelink & social support,pension,पेंशन,foundation,term,curated-direct,dialogue-052
soc-008,Centrelink & social support,Age Pension,वृद्धावस्था पेंशन,foundation,term,curated-direct,dialogue-052
soc-009,Centrelink & social support,aged care,वृद्ध देखभाल,foundation,term,curated-direct,
soc-010,Centrelink & social support,assets test,संपत्ति जाँच,foundation,term,curated-direct,"dialogue-014,dialogue-052"
soc-011,Centrelink & social support,care recipient,देखभाल प्राप्तकर्ता,intermediate,term,curated-direct,
soc-012,Centrelink & social support,Carer Allowance,देखभालकर्ता भत्ता,foundation,term,curated-direct,
soc-013,Centrelink & social support,Carer Payment,देखभालकर्ता भुगतान,foundation,term,curated-direct,dialogue-014
soc-014,Centrelink & social support,community support,सामुदायिक सहायता,foundation,term,curated-direct,
soc-015,Centrelink & social support,Crisis Payment,संकट भुगतान,intermediate,term,curated-direct,
soc-016,Centrelink & social support,debt recovery,कर्ज़ वसूली,intermediate,term,curated-direct,
soc-017,Centrelink & social support,disability service,विकलांगता सेवा,foundation,term,curated-direct,dialogue-014
soc-018,Centrelink & social support,emergency relief,आपातकालीन राहत,foundation,term,curated-direct,
soc-019,Centrelink & social support,food assistance,खाद्य सहायता,foundation,term,curated-direct,
soc-020,Centrelink & social support,housing support,आवास सहायता,foundation,term,curated-direct,
soc-021,Centrelink & social support,income reporting,आय की रिपोर्टिंग,foundation,term,curated-direct,
soc-022,Centrelink & social support,income support,आय सहायता,foundation,term,curated-direct,dialogue-014
soc-023,Centrelink & social support,income test,आय जाँच,foundation,term,curated-direct,"dialogue-014,dialogue-052"
soc-024,Centrelink & social support,JobSeeker Payment,जॉबसीकर भुगतान,foundation,term,curated-direct,
soc-025,Centrelink & social support,means test,आय और संपत्ति जाँच,intermediate,term,curated-direct,dialogue-014
soc-026,Centrelink & social support,mutual obligation,पारस्परिक दायित्व,advanced,term,curated-direct,
soc-027,Centrelink & social support,Parenting Payment,अभिभावक भुगतान,foundation,term,curated-direct,
soc-028,Centrelink & social support,payment cancellation,भुगतान रद्दीकरण,foundation,term,curated-direct,
soc-029,Centrelink & social support,payment eligibility,भुगतान पात्रता,foundation,term,curated-direct,dialogue-014
soc-030,Centrelink & social support,payment rate,भुगतान दर,foundation,term,curated-direct,dialogue-052
soc-031,Centrelink & social support,payment suspension,भुगतान निलंबन,intermediate,term,curated-direct,
soc-032,Centrelink & social support,relationship status,संबंध की स्थिति,foundation,term,curated-direct,
soc-033,Centrelink & social support,report income,आय की रिपोर्ट करना,foundation,action,curated-direct,
soc-034,Centrelink & social support,reporting date,रिपोर्टिंग तारीख,foundation,term,curated-direct,
soc-035,Centrelink & social support,reporting requirement,रिपोर्टिंग आवश्यकता,intermediate,term,curated-direct,
soc-036,Centrelink & social support,residence requirement,निवास आवश्यकता,intermediate,term,curated-direct,
soc-037,Centrelink & social support,Services Australia,सर्विसेज़ ऑस्ट्रेलिया,foundation,term,curated-direct,
soc-038,Centrelink & social support,Sickness Allowance,बीमारी भत्ता,foundation,term,curated-direct,
soc-039,Centrelink & social support,social security,सामाजिक सुरक्षा,intermediate,term,curated-direct,
soc-040,Centrelink & social support,support coordinator,सहायता समन्वयक,intermediate,term,curated-direct,
soc-041,Centrelink & social support,update circumstances,परिस्थितियाँ अद्यतन करना,foundation,action,curated-direct,dialogue-014
soc-042,Centrelink & social support,Youth Allowance,युवा भत्ता,foundation,term,curated-direct,
soc-043,Centrelink & social support,Authorised Review Officer,अधिकृत समीक्षा अधिकारी,advanced,term,curated-direct,
soc-044,Centrelink & social support,change of circumstances,परिस्थितियों में बदलाव,foundation,term,curated-direct,
soc-045,Centrelink & social support,claim a payment,भुगतान का दावा करना,foundation,action,curated-direct,dialogue-014
soc-046,Centrelink & social support,Customer Reference Number,ग्राहक संदर्भ संख्या,foundation,term,curated-direct,
soc-047,Centrelink & social support,Disability Support Pension,विकलांगता सहायता पेंशन,foundation,term,curated-direct,dialogue-014
soc-048,Centrelink & social support,Family Tax Benefit,परिवार कर लाभ,foundation,term,curated-direct,
soc-049,Centrelink & social support,home care package,घरेलू देखभाल पैकेज,intermediate,term,curated-direct,
soc-050,Centrelink & social support,Parental Leave Pay,अभिभावकीय अवकाश भुगतान,foundation,term,curated-direct,
soc-051,Centrelink & social support,phone self service,फ़ोन स्व-सेवा,intermediate,term,curated-direct,
soc-052,Centrelink & social support,proof of residence,निवास का प्रमाण,foundation,term,curated-direct,
soc-053,Centrelink & social support,request a review,समीक्षा का अनुरोध करना,foundation,action,curated-direct,
soc-054,Centrelink & social support,review of decision,निर्णय की समीक्षा,intermediate,term,curated-direct,
soc-055,Centrelink & social support,National Disability Insurance Scheme,राष्ट्रीय विकलांगता बीमा योजना,foundation,term,curated-direct,
soc-056,Centrelink & social support,NDIS,राष्ट्रीय विकलांगता बीमा योजना,intermediate,term,curated-supplemental,
soc-057,Centrelink & social support,carer support,देखभालकर्ता सहायता,intermediate,term,curated-supplemental,dialogue-014
soc-058,Centrelink & social support,childcare payment,बाल देखभाल भुगतान,intermediate,term,curated-supplemental,
soc-059,Centrelink & social support,concession entitlement,रियायत पात्रता,intermediate,term,curated-supplemental,
soc-060,Centrelink & social support,crisis support,संकट सहायता,intermediate,term,curated-supplemental,
soc-061,Centrelink & social support,debt waiver,ऋण माफी,intermediate,term,curated-supplemental,
soc-062,Centrelink & social support,emergency payment,आपात भुगतान,intermediate,term,curated-supplemental,
soc-063,Centrelink & social support,family payment,पारिवारिक भुगतान,intermediate,term,curated-supplemental,
soc-064,Centrelink & social support,hardship assistance,कठिनाई सहायता,intermediate,term,curated-supplemental,
soc-065,Centrelink & social support,home support,गृह सहायता,intermediate,term,curated-supplemental,
soc-066,Centrelink & social support,income management,आय प्रबंधन,intermediate,term,curated-supplemental,
soc-067,Centrelink & social support,NDIS participant,एनडीआईएस प्रतिभागी,intermediate,term,curated-supplemental,
soc-068,Centrelink & social support,NDIS plan,एनडीआईएस योजना,intermediate,term,curated-supplemental,
soc-069,Centrelink & social support,payment review,भुगतान समीक्षा,intermediate,term,curated-supplemental,
soc-070,Centrelink & social support,pension payment,पेंशन भुगतान,intermediate,term,curated-supplemental,dialogue-052
soc-071,Centrelink & social support,plan manager,योजना प्रबंधक,intermediate,term,curated-supplemental,
soc-072,Centrelink & social support,residency rules,निवास नियम,intermediate,term,curated-supplemental,
soc-073,Centrelink & social support,service agreement,सेवा समझौता,intermediate,term,curated-supplemental,
soc-074,Centrelink & social support,support worker,सहायता कार्यकर्ता,intermediate,term,curated-supplemental,
soc-075,Centrelink & social support,aged care assessment,वृद्ध देखभाल आकलन,intermediate,term,curated-supplemental,
soc-076,Centrelink & social support,disability employment service,विकलांग रोज़गार सेवा,intermediate,term,curated-supplemental,dialogue-014
soc-077,Centrelink & social support,My Aged Care,माय एज्ड केयर,intermediate,term,curated-supplemental,
soc-078,Centrelink & social support,residential aged care,आवासीय वृद्ध देखभाल,intermediate,term,curated-supplemental,
soc-079,Centrelink & social support,social security law,सामाजिक सुरक्षा कानून,intermediate,term,curated-supplemental,
soc-080,Centrelink & social support,advance payment,अग्रिम भुगतान,intermediate,term,curated-supplemental,dialogue-052
soc-081,Centrelink & social support,authorised representative,अधिकृत प्रतिनिधि,intermediate,term,curated-supplemental,
soc-082,Centrelink & social support,benefit recipient,लाभ प्राप्तकर्ता,intermediate,term,curated-supplemental,
soc-083,Centrelink & social support,bereavement payment,शोक भुगतान,intermediate,term,curated-supplemental,
soc-084,Centrelink & social support,care plan,देखभाल योजना,intermediate,term,curated-supplemental,
soc-085,Centrelink & social support,case worker,मामला कार्यकर्ता,intermediate,term,curated-supplemental,
soc-086,Centrelink & social support,child support,बाल सहायता,intermediate,term,curated-supplemental,
soc-087,Centrelink & social support,claim outcome,दावा परिणाम,intermediate,term,curated-supplemental,
soc-088,Centrelink & social support,community care,सामुदायिक देखभाल,intermediate,term,curated-supplemental,
soc-089,Centrelink & social support,concession card,रियायत कार्ड,intermediate,term,curated-supplemental,
soc-090,Centrelink & social support,debt repayment,ऋण चुकौती,intermediate,term,curated-supplemental,
soc-091,Centrelink & social support,eligibility assessment,पात्रता आकलन,intermediate,term,curated-supplemental,
soc-092,Centrelink & social support,family assistance,पारिवारिक सहायता,intermediate,term,curated-supplemental,
soc-093,Centrelink & social support,family support,पारिवारिक सहायता,intermediate,term,curated-supplemental,
soc-094,Centrelink & social support,financial counsellor,वित्तीय परामर्शदाता,intermediate,term,curated-supplemental,
soc-095,Centrelink & social support,housing assistance,आवास सहायता,intermediate,term,curated-supplemental,
soc-096,Centrelink & social support,identity verification,पहचान सत्यापन,intermediate,term,curated-supplemental,
soc-097,Centrelink & social support,job plan,नौकरी योजना,intermediate,term,curated-supplemental,
soc-098,Centrelink & social support,maintenance payment,भरण पोषण भुगतान,intermediate,term,curated-supplemental,
soc-099,Centrelink & social support,mobility allowance,गतिशीलता भत्ता,intermediate,term,curated-supplemental,
soc-100,Centrelink & social support,needs assessment,आवश्यकता आकलन,intermediate,term,curated-supplemental,
soc-101,Centrelink & social support,online claim,ऑनलाइन दावा,intermediate,term,curated-supplemental,
soc-102,Centrelink & social support,payment date,भुगतान तिथि,intermediate,term,curated-supplemental,dialogue-014
soc-103,Centrelink & social support,payment nominee,भुगतान नामित व्यक्ति,intermediate,term,curated-supplemental,
soc-104,Centrelink & social support,payment reduction,भुगतान में कमी,intermediate,term,curated-supplemental,dialogue-052
soc-105,Centrelink & social support,payment summary,भुगतान सारांश,intermediate,term,curated-supplemental,
soc-106,Centrelink & social support,reporting period,रिपोर्टिंग अवधि,intermediate,term,curated-supplemental,
soc-107,Centrelink & social support,respite care,अल्पकालिक राहत देखभाल,intermediate,term,curated-supplemental,
soc-108,Centrelink & social support,separation certificate,नौकरी समाप्ति प्रमाणपत्र,intermediate,term,curated-supplemental,
soc-109,Centrelink & social support,social worker,सामाजिक कार्यकर्ता,intermediate,term,curated-supplemental,
soc-110,Centrelink & social support,support plan,सहायता योजना,intermediate,term,curated-supplemental,
soc-111,Centrelink & social support,aged care service,वृद्ध देखभाल सेवा,intermediate,term,curated-supplemental,
soc-112,Centrelink & social support,Centrelink reference number,सेंटरलिंक संदर्भ संख्या,intermediate,term,curated-supplemental,
soc-113,Centrelink & social support,employment services provider,रोज़गार सेवा प्रदाता,intermediate,term,curated-supplemental,
soc-114,Centrelink & social support,health care card,स्वास्थ्य देखभाल कार्ड,intermediate,term,curated-supplemental,
soc-115,Centrelink & social support,lump sum payment,एकमुश्त भुगतान,intermediate,term,curated-supplemental,
soc-116,Centrelink & social support,pensioner concession card,पेंशनभोगी रियायत कार्ड,intermediate,term,curated-supplemental,
soc-117,Centrelink & social support,remote area allowance,दूरस्थ क्षेत्र भत्ता,intermediate,term,curated-supplemental,
soc-118,Centrelink & social support,Centrelink claim,सेंटरलिंक दावा,intermediate,term,family-application,dialogue-014
soc-119,Centrelink & social support,amend Centrelink claim,सेंटरलिंक दावा में संशोधन करना,intermediate,action,family-application,
soc-120,Centrelink & social support,approve Centrelink claim,सेंटरलिंक दावा स्वीकृत करना,intermediate,action,family-application,
soc-121,Centrelink & social support,Centrelink claim deadline,सेंटरलिंक दावा की अंतिम तिथि,intermediate,term,family-application,dialogue-014
soc-122,Centrelink & social support,Centrelink claim fee,सेंटरलिंक दावा शुल्क,intermediate,term,family-application,dialogue-014
soc-123,Centrelink & social support,Centrelink claim form,सेंटरलिंक दावा पत्र,intermediate,term,family-application,dialogue-014
soc-124,Centrelink & social support,Centrelink claim outcome,सेंटरलिंक दावा का परिणाम,intermediate,term,family-application,dialogue-014
soc-125,Centrelink & social support,Centrelink claim requirements,सेंटरलिंक दावा की आवश्यकताएँ,intermediate,term,family-application,dialogue-014
soc-126,Centrelink & social support,Centrelink claim status,सेंटरलिंक दावा की स्थिति,intermediate,term,family-application,dialogue-014
soc-127,Centrelink & social support,completed Centrelink claim,पूर्ण सेंटरलिंक दावा,intermediate,term,family-application,dialogue-014
soc-128,Centrelink & social support,incomplete Centrelink claim,अधूरा सेंटरलिंक दावा,intermediate,term,family-application,
soc-129,Centrelink & social support,lodge Centrelink claim,सेंटरलिंक दावा दर्ज करना,intermediate,action,family-application,dialogue-052
soc-130,Centrelink & social support,online Centrelink claim,ऑनलाइन सेंटरलिंक दावा,intermediate,term,family-application,
soc-131,Centrelink & social support,paper Centrelink claim,कागज़ी सेंटरलिंक दावा,intermediate,term,family-application,
soc-132,Centrelink & social support,refuse Centrelink claim,सेंटरलिंक दावा अस्वीकार करना,intermediate,action,family-application,
soc-133,Centrelink & social support,review Centrelink claim,सेंटरलिंक दावा की समीक्षा करना,intermediate,action,family-application,
soc-134,Centrelink & social support,submit Centrelink claim,सेंटरलिंक दावा जमा करना,intermediate,action,family-application,
soc-135,Centrelink & social support,withdraw Centrelink claim,सेंटरलिंक दावा वापस लेना,intermediate,action,family-application,
soc-136,Centrelink & social support,Centrelink claim processing time,सेंटरलिंक दावा की प्रक्रिया अवधि,intermediate,term,family-application,dialogue-014
soc-137,Centrelink & social support,Centrelink claim reference number,सेंटरलिंक दावा संदर्भ संख्या,intermediate,term,family-application,dialogue-014
soc-138,Centrelink & social support,Centrelink payment,सेंटरलिंक भुगतान,intermediate,term,family-payment,"dialogue-014,dialogue-052"
soc-139,Centrelink & social support,income evidence,आय प्रमाण,intermediate,term,family-document,
soc-140,Centrelink & social support,myGov account,मायगव खाता,intermediate,term,family-account,dialogue-014
soc-141,Centrelink & social support,activate myGov account,मायगव खाता सक्रिय करना,intermediate,action,family-account,
soc-142,Centrelink & social support,attach income evidence,आय प्रमाण संलग्न करना,intermediate,action,family-document,
soc-143,Centrelink & social support,cancel Centrelink payment,सेंटरलिंक भुगतान रद्द करना,intermediate,action,family-payment,
soc-144,Centrelink & social support,Centrelink payment amount,सेंटरलिंक भुगतान राशि,intermediate,term,family-payment,dialogue-052
soc-145,Centrelink & social support,Centrelink payment confirmation,सेंटरलिंक भुगतान की पुष्टि,intermediate,term,family-payment,
soc-146,Centrelink & social support,Centrelink payment date,सेंटरलिंक भुगतान की तारीख,intermediate,term,family-payment,dialogue-014
soc-147,Centrelink & social support,Centrelink payment history,सेंटरलिंक भुगतान का इतिहास,intermediate,term,family-payment,
soc-148,Centrelink & social support,Centrelink payment method,सेंटरलिंक भुगतान का तरीका,intermediate,term,family-payment,
soc-149,Centrelink & social support,Centrelink payment receipt,सेंटरलिंक भुगतान की रसीद,intermediate,term,family-payment,
soc-150,Centrelink & social support,certified income evidence,प्रमाणित आय प्रमाण,intermediate,term,family-document,
soc-151,Centrelink & social support,close myGov account,मायगव खाता बंद करना,intermediate,action,family-account,
soc-152,Centrelink & social support,confirm Centrelink payment,सेंटरलिंक भुगतान की पुष्टि करना,intermediate,action,family-payment,"dialogue-014,dialogue-052"
soc-153,Centrelink & social support,expired income evidence,समाप्त आय प्रमाण,intermediate,term,family-document,
soc-154,Centrelink & social support,full Centrelink payment,पूर्ण सेंटरलिंक भुगतान,intermediate,term,family-payment,dialogue-014
soc-155,Centrelink & social support,inactive myGov account,निष्क्रिय मायगव खाता,intermediate,term,family-account,
soc-156,Centrelink & social support,income evidence checklist,आय प्रमाण जाँच सूची,intermediate,term,family-document,
soc-157,Centrelink & social support,income evidence verification,आय प्रमाण का सत्यापन,intermediate,term,family-document,
soc-158,Centrelink & social support,joint myGov account,संयुक्त मायगव खाता,intermediate,term,family-account,
soc-159,Centrelink & social support,link myGov account,मायगव खाता जोड़ना,intermediate,action,family-account,dialogue-014
soc-160,Centrelink & social support,make Centrelink payment,सेंटरलिंक भुगतान करना,intermediate,action,family-payment,dialogue-014
soc-161,Centrelink & social support,missing income evidence,लापता आय प्रमाण,intermediate,term,family-document,
soc-162,Centrelink & social support,myGov account access,मायगव खाता तक पहुँच,intermediate,term,family-account,
soc-163,Centrelink & social support,myGov account balance,मायगव खाता शेष राशि,intermediate,term,family-account,
soc-164,Centrelink & social support,myGov account details,मायगव खाता विवरण,intermediate,term,family-account,dialogue-014
soc-165,Centrelink & social support,myGov account holder,मायगव खाता धारक,intermediate,term,family-account,
soc-166,Centrelink & social support,myGov account number,मायगव खाता संख्या,intermediate,term,family-account,dialogue-014
soc-167,Centrelink & social support,myGov account password,मायगव खाता पासवर्ड,intermediate,term,family-account,
soc-168,Centrelink & social support,myGov account statement,मायगव खाता विवरण,intermediate,term,family-account,dialogue-014
soc-169,Centrelink & social support,open myGov account,मायगव खाता खोलना,intermediate,action,family-account,
soc-170,Centrelink & social support,original income evidence,मूल आय प्रमाण,intermediate,term,family-document,
soc-171,Centrelink & social support,overdue Centrelink payment,अतिदेय सेंटरलिंक भुगतान,intermediate,term,family-payment,
soc-172,Centrelink & social support,partial Centrelink payment,आंशिक सेंटरलिंक भुगतान,intermediate,term,family-payment,
soc-173,Centrelink & social support,provide income evidence,आय प्रमाण प्रदान करना,intermediate,action,family-document,dialogue-014
soc-174,Centrelink & social support,recurring Centrelink payment,नियमित सेंटरलिंक भुगतान,intermediate,term,family-payment,
soc-175,Centrelink & social support,refund Centrelink payment,सेंटरलिंक भुगतान वापस करना,intermediate,action,family-payment,
soc-176,Centrelink & social support,supporting income evidence,सहायक आय प्रमाण,intermediate,term,family-document,
soc-177,Centrelink & social support,update myGov account,मायगव खाता अद्यतन करना,intermediate,action,family-account,dialogue-014
soc-178,Centrelink & social support,upload income evidence,आय प्रमाण अपलोड करना,intermediate,action,family-document,
soc-179,Centrelink & social support,valid income evidence,वैध आय प्रमाण,intermediate,term,family-document,
soc-180,Centrelink & social support,verify income evidence,आय प्रमाण सत्यापित करना,intermediate,action,family-document,
soc-181,Centrelink & social support,Centrelink payment due date,सेंटरलिंक भुगतान की नियत तारीख,intermediate,term,family-payment,dialogue-014
soc-182,Centrelink & social support,copy of income evidence,आय प्रमाण की प्रति,intermediate,term,family-document,
soc-183,Centrelink & social support,disability support service,विकलांगता सहायता सेवा,intermediate,term,family-service,dialogue-014
soc-184,Centrelink & social support,access disability support service,विकलांगता सहायता सेवा प्राप्त करना,intermediate,action,family-service,
soc-185,Centrelink & social support,contact disability support service,विकलांगता सहायता सेवा से संपर्क करना,intermediate,action,family-service,
con-001,Consumer affairs,consumer,उपभोक्ता,foundation,term,curated-direct,dialogue-048
con-002,Consumer affairs,courier,कूरियर,foundation,term,curated-direct,
con-003,Consumer affairs,goods,सामान,foundation,term,curated-direct,
con-004,Consumer affairs,guarantee,गारंटी,foundation,term,curated-direct,
con-005,Consumer affairs,invoice,चालान,foundation,term,curated-direct,
con-006,Consumer affairs,manufacturer,निर्माता,foundation,term,curated-direct,dialogue-065
con-007,Consumer affairs,order,ऑर्डर,foundation,term,curated-direct,"dialogue-057,dialogue-066"
con-008,Consumer affairs,product,उत्पाद,foundation,term,curated-direct,"dialogue-021,dialogue-048,dialogue-057,dialogue-065"
con-009,Consumer affairs,purchase,खरीद,foundation,term,curated-direct,dialogue-048
con-010,Consumer affairs,replacement,बदलाव,foundation,term,curated-direct,
con-011,Consumer affairs,retailer,खुदरा विक्रेता,foundation,term,curated-direct,
con-012,Consumer affairs,seller,विक्रेता,foundation,term,curated-direct,
con-013,Consumer affairs,service,सेवा,foundation,term,curated-direct,"dialogue-061,dialogue-066"
con-014,Consumer affairs,supplier,आपूर्तिकर्ता,foundation,term,curated-direct,dialogue-021
con-015,Consumer affairs,warranty,वारंटी,foundation,term,curated-direct,
con-016,Consumer affairs,advertised price,विज्ञापित मूल्य,foundation,term,curated-direct,
con-017,Consumer affairs,cancellation fee,रद्दीकरण शुल्क,foundation,term,curated-direct,
con-018,Consumer affairs,complaint reference,शिकायत संदर्भ,intermediate,term,curated-direct,
con-019,Consumer affairs,consumer complaint,उपभोक्ता शिकायत,foundation,term,curated-direct,
con-020,Consumer affairs,consumer guarantee,उपभोक्ता गारंटी,intermediate,term,curated-direct,
con-021,Consumer affairs,contract period,अनुबंध अवधि,foundation,term,curated-direct,
con-022,Consumer affairs,damaged goods,क्षतिग्रस्त सामान,foundation,term,curated-direct,
con-023,Consumer affairs,defective item,दोषपूर्ण वस्तु,foundation,term,curated-direct,dialogue-048
con-024,Consumer affairs,delivery date,डिलीवरी तारीख,foundation,term,curated-direct,
con-025,Consumer affairs,delivery delay,डिलीवरी में देरी,foundation,term,curated-direct,
con-026,Consumer affairs,delivery fee,डिलीवरी शुल्क,foundation,term,curated-direct,
con-027,Consumer affairs,false advertising,झूठा विज्ञापन,intermediate,term,curated-direct,
con-028,Consumer affairs,faulty product,खराब उत्पाद,foundation,term,curated-direct,
con-029,Consumer affairs,food quality,भोजन की गुणवत्ता,foundation,term,curated-direct,"dialogue-057,dialogue-066"
con-030,Consumer affairs,hidden fee,छिपा हुआ शुल्क,intermediate,term,curated-direct,
con-031,Consumer affairs,misleading conduct,भ्रामक आचरण,advanced,term,curated-direct,
con-032,Consumer affairs,missing item,लापता वस्तु,foundation,term,curated-direct,
con-033,Consumer affairs,network coverage,नेटवर्क कवरेज,foundation,term,curated-direct,
con-034,Consumer affairs,online purchase,ऑनलाइन खरीद,foundation,term,curated-direct,
con-035,Consumer affairs,online scam,ऑनलाइन धोखाधड़ी,foundation,term,curated-direct,
con-036,Consumer affairs,payment method,भुगतान का तरीका,foundation,term,curated-direct,
con-037,Consumer affairs,phone scam,फ़ोन धोखाधड़ी,foundation,term,curated-direct,
con-038,Consumer affairs,product description,उत्पाद का विवरण,foundation,term,curated-direct,
con-039,Consumer affairs,product quality,उत्पाद की गुणवत्ता,foundation,term,curated-direct,dialogue-057
con-040,Consumer affairs,product recall,उत्पाद वापसी अभियान,intermediate,term,curated-direct,
con-041,Consumer affairs,refund policy,धनवापसी नीति,foundation,term,curated-direct,
con-042,Consumer affairs,restaurant booking,रेस्तराँ बुकिंग,foundation,term,curated-direct,
con-043,Consumer affairs,restaurant feedback,रेस्तराँ प्रतिक्रिया,foundation,term,curated-direct,dialogue-066
con-044,Consumer affairs,return policy,वापसी नीति,foundation,term,curated-direct,
con-045,Consumer affairs,sale price,बिक्री मूल्य,foundation,term,curated-direct,
con-046,Consumer affairs,telephone order,फ़ोन द्वारा ऑर्डर,foundation,term,curated-direct,
con-047,Consumer affairs,total cost,कुल लागत,foundation,term,curated-direct,
con-048,Consumer affairs,tracking number,ट्रैकिंग संख्या,foundation,term,curated-direct,
con-049,Consumer affairs,wrong item,गलत वस्तु,foundation,term,curated-direct,
con-050,Consumer affairs,Australian Consumer Law,ऑस्ट्रेलियाई उपभोक्ता कानून,intermediate,term,curated-direct,
con-051,Consumer affairs,Consumer Affairs Victoria,उपभोक्ता मामले विक्टोरिया,intermediate,term,curated-direct,
