No,ID,Topic,English phrase,Hindi phrase,Words,Source,Dialogue IDs
403,phr-v205-0283,employment,report workplace discrimination,कार्यस्थल के भेदभाव की शिकायत करना,3,Dialogue-informed phrase: Discrimination,dialogue-024
404,phr-v205-0284,employment,request a fair investigation,निष्पक्ष जाँच का अनुरोध करना,4,Dialogue-informed phrase: Discrimination,dialogue-024
405,phr-v205-0285,health,describe the main symptoms,मुख्य लक्षण बताना,4,Dialogue-informed phrase: Doctor and Patient,dialogue-025
406,phr-v205-0286,health,follow the treatment plan,उपचार योजना का पालन करना,4,Dialogue-informed phrase: Doctor and Patient,dialogue-025
407,phr-v205-0287,health,manage the dog’s weight,कुत्ते का वजन नियंत्रित करना,4,Dialogue-informed phrase: Dog's Obesity,dialogue-026
408,phr-v205-0288,health,change the feeding routine,खिलाने की दिनचर्या बदलना,4,Dialogue-informed phrase: Dog's Obesity,dialogue-026
409,phr-v205-0289,legal,report a drunk driver,नशे में चालक की रिपोर्ट करना,4,Dialogue-informed phrase: Drunk Driver,dialogue-027
410,phr-v205-0290,legal,provide the vehicle location,वाहन का स्थान बताना,4,Dialogue-informed phrase: Drunk Driver,dialogue-027
411,phr-v205-0291,immigration,apply for an ETA,ईटीए के लिए आवेदन करना,4,Dialogue-informed phrase: Electronic Travel Authority Visa,dialogue-028
412,phr-v205-0292,immigration,check passport validity,पासपोर्ट की वैधता जाँचना,3,Dialogue-informed phrase: Electronic Travel Authority Visa,dialogue-028
413,phr-v205-0293,legal,correct false information,गलत जानकारी सुधारना,3,Dialogue-informed phrase: False Information,dialogue-029
414,phr-v205-0294,legal,provide a truthful statement,सच्चा बयान देना,4,Dialogue-informed phrase: False Information,dialogue-029
415,phr-v205-0295,housing,choose the fence material,बाड़ की सामग्री चुनना,4,Dialogue-informed phrase: Fencing,dialogue-030
416,phr-v205-0296,housing,confirm the boundary line,सीमा रेखा की पुष्टि करना,4,Dialogue-informed phrase: Fencing,dialogue-030
417,phr-v205-0297,community,join the fire education program,अग्नि शिक्षा कार्यक्रम में शामिल होना,5,Dialogue-informed phrase: Fire Ed Program,dialogue-031
418,phr-v205-0298,community,learn the evacuation procedure,निकासी प्रक्रिया सीखना,4,Dialogue-informed phrase: Fire Ed Program,dialogue-031
419,phr-v205-0299,travel,check in for the flight,उड़ान के लिए चेक-इन करना,5,Dialogue-informed phrase: Flight Check-In,dialogue-032
420,phr-v205-0300,travel,weigh the checked baggage,चेक-इन सामान का वजन करना,4,Dialogue-informed phrase: Flight Check-In,dialogue-032
421,phr-v205-0301,travel,report a cancelled flight,रद्द उड़ान की शिकायत करना,4,Dialogue-informed phrase: Flight Customer Service,dialogue-033
422,phr-v205-0302,travel,request alternative travel,वैकल्पिक यात्रा की माँग करना,3,Dialogue-informed phrase: Flight Customer Service,dialogue-033
423,phr-v205-0303,housing,report flood damage,बाढ़ से हुए नुकसान की रिपोर्ट करना,3,Dialogue-informed phrase: Flooded House Insurance - Part 1,dialogue-034
424,phr-v205-0304,housing,start an insurance claim,बीमा दावा शुरू करना,4,Dialogue-informed phrase: Flooded House Insurance - Part 1,dialogue-034
425,phr-v205-0305,housing,arrange a damage inspection,नुकसान का निरीक्षण करवाना,4,Dialogue-informed phrase: Flooded House Insurance - Part 2,dialogue-035
426,phr-v205-0306,housing,provide repair estimates,मरम्मत के अनुमान देना,3,Dialogue-informed phrase: Flooded House Insurance - Part 2,dialogue-035
427,phr-v205-0307,legal,identify an ATO scam,एटीओ धोखाधड़ी की पहचान करना,4,Dialogue-informed phrase: Fraud call by ATO,dialogue-036
428,phr-v205-0308,legal,protect personal information,व्यक्तिगत जानकारी सुरक्षित रखना,3,Dialogue-informed phrase: Fraud call by ATO,dialogue-036
429,phr-v205-0309,legal,report a hit-and-run,टक्कर मारकर भागने की रिपोर्ट करना,3,Dialogue-informed phrase: Hit and Run,dialogue-037
430,phr-v205-0310,legal,remember the number plate,नंबर प्लेट याद रखना,4,Dialogue-informed phrase: Hit and Run,dialogue-037
431,phr-v205-0311,banking,compare home loan options,गृह ऋण विकल्पों की तुलना करना,4,Dialogue-informed phrase: Home Loans,dialogue-038
432,phr-v205-0312,banking,calculate monthly repayments,मासिक किस्तों की गणना करना,3,Dialogue-informed phrase: Home Loans,dialogue-038
433,phr-v205-0313,travel,reserve a hotel room,होटल का कमरा आरक्षित करना,4,Dialogue-informed phrase: Hotel Reservation,dialogue-039
434,phr-v205-0314,travel,request a late checkout,देर से चेक-आउट का अनुरोध करना,4,Dialogue-informed phrase: Hotel Reservation,dialogue-039
435,phr-v205-0315,immigration,answer immigration questions,आव्रजन संबंधी प्रश्नों का उत्तर देना,3,Dialogue-informed phrase: Immigration Check,dialogue-040
436,phr-v205-0316,immigration,show your travel documents,यात्रा दस्तावेज़ दिखाना,4,Dialogue-informed phrase: Immigration Check,dialogue-040
437,phr-v205-0317,health,check the immunisation schedule,टीकाकरण समय-सारणी जाँचना,4,Dialogue-informed phrase: Immunisation Enquiry,dialogue-041
438,phr-v205-0318,health,bring the child’s health record,बच्चे का स्वास्थ्य रिकॉर्ड लाना,5,Dialogue-informed phrase: Immunisation Enquiry,dialogue-041
439,phr-v205-0319,employment,submit an injury claim,चोट का दावा जमा करना,4,Dialogue-informed phrase: Injury Claim,dialogue-042
440,phr-v205-0320,banking,discuss investment options,निवेश विकल्पों पर चर्चा करना,3,Dialogue-informed phrase: Investment,dialogue-043
441,phr-v205-0321,banking,understand the financial risk,वित्तीय जोखिम समझना,4,Dialogue-informed phrase: Investment,dialogue-043
442,phr-v205-0322,housing,report a laneway problem,गली की समस्या की सूचना देना,4,Dialogue-informed phrase: Laneway,dialogue-044
443,phr-v205-0323,community,replace a lost library card,खोया पुस्तकालय कार्ड बदलवाना,5,Dialogue-informed phrase: Library Card Issue,dialogue-045
444,phr-v205-0324,community,pay the replacement fee,बदलाव शुल्क चुकाना,4,Dialogue-informed phrase: Library Card Issue,dialogue-045
445,phr-v205-0325,insurance,choose life insurance cover,जीवन बीमा कवरेज चुनना,4,Dialogue-informed phrase: Life Insurance,dialogue-046
446,phr-v205-0326,insurance,nominate the beneficiary,लाभार्थी नामित करना,3,Dialogue-informed phrase: Life Insurance,dialogue-046
447,phr-v205-0327,family,register with a marriage bureau,विवाह ब्यूरो में पंजीकरण करना,5,Dialogue-informed phrase: Marriage Bureau,dialogue-047
448,phr-v205-0328,family,describe partner preferences,साथी संबंधी प्राथमिकताएँ बताना,3,Dialogue-informed phrase: Marriage Bureau,dialogue-047
449,phr-v205-0329,consumer,report a faulty batch,खराब बैच की रिपोर्ट करना,4,Dialogue-informed phrase: Malproduction,dialogue-048
450,phr-v205-0330,consumer,investigate the production fault,उत्पादन दोष की जाँच करना,4,Dialogue-informed phrase: Malproduction,dialogue-048
451,phr-v205-0331,family,book a marriage registration,विवाह पंजीकरण बुक करना,4,Dialogue-informed phrase: Marriage Registration,dialogue-049
452,phr-v205-0332,family,bring two witnesses,दो गवाह साथ लाना,3,Dialogue-informed phrase: Marriage Registration,dialogue-049
453,phr-v205-0333,legal,assist a murder investigation,हत्या की जाँच में सहायता करना,4,Dialogue-informed phrase: Murder Investigation,dialogue-050
454,phr-v205-0334,legal,give a witness statement,गवाह का बयान देना,4,Dialogue-informed phrase: Murder Investigation,dialogue-050
455,phr-v205-0335,housing,resolve a neighbour dispute,पड़ोसी का विवाद सुलझाना,4,Dialogue-informed phrase: Neighbourhood Dispute,dialogue-051
456,phr-v205-0336,housing,avoid further confrontation,आगे का टकराव टालना,3,Dialogue-informed phrase: Neighbourhood Dispute,dialogue-051
457,phr-v205-0337,social,apply for the age pension,वृद्धावस्था पेंशन के लिए आवेदन करना,5,Dialogue-informed phrase: Old Age Pension,dialogue-052
458,phr-v205-0338,social,complete the assets test,संपत्ति परीक्षण पूरा करना,4,Dialogue-informed phrase: Old Age Pension,dialogue-052
459,phr-v205-0339,banking,open an everyday account,दैनिक लेन-देन खाता खोलना,4,Dialogue-informed phrase: Opening a Bank Account,dialogue-053
460,phr-v205-0340,banking,certify the identity copies,पहचान की प्रतियाँ प्रमाणित करवाना,4,Dialogue-informed phrase: Opening a Bank Account,dialogue-053
461,phr-v205-0341,immigration,seek onshore protection,ऑनशोर संरक्षण का अनुरोध करना,3,Dialogue-informed phrase: On-shore Protection Visa,dialogue-054
462,phr-v205-0342,immigration,explain the fear of return,वापसी का डर समझाना,5,Dialogue-informed phrase: On-shore Protection Visa,dialogue-054
463,phr-v205-0343,education,discuss the student’s progress,विद्यार्थी की प्रगति पर चर्चा करना,4,Dialogue-informed phrase: Parent Teacher Meeting,dialogue-055
464,phr-v205-0344,education,improve classroom behaviour,कक्षा का व्यवहार सुधारना,3,Dialogue-informed phrase: Parent Teacher Meeting,dialogue-055
465,phr-v205-0345,employment,ask for a salary review,वेतन समीक्षा का अनुरोध करना,5,Dialogue-informed phrase: Pay Rise,dialogue-056
466,phr-v205-0346,employment,explain added responsibilities,अतिरिक्त जिम्मेदारियाँ समझाना,3,Dialogue-informed phrase: Pay Rise,dialogue-056
467,phr-v205-0347,consumer,place a bulk order,थोक ऑर्डर देना,4,Dialogue-informed phrase: Placing an Order,dialogue-057
468,phr-v205-0348,consumer,confirm the delivery address,डिलीवरी पते की पुष्टि करना,4,Dialogue-informed phrase: Placing an Order,dialogue-057
469,phr-v205-0349,legal,follow the police instructions,पुलिस निर्देशों का पालन करना,4,Dialogue-informed phrase: Police Raid,dialogue-058
470,phr-v205-0350,legal,remain outside the premises,परिसर के बाहर रहना,4,Dialogue-informed phrase: Police Raid,dialogue-058
471,phr-v205-0351,health,discuss pregnancy options,गर्भावस्था के विकल्पों पर चर्चा करना,3,Dialogue-informed phrase: Pregnancy and Abortion,dialogue-059
472,phr-v205-0352,health,provide informed consent,सूचित सहमति देना,3,Dialogue-informed phrase: Pregnancy and Abortion,dialogue-059
473,phr-v205-0353,transport,replace a faulty Myki,खराब माइकी कार्ड बदलवाना,4,Dialogue-informed phrase: PTV Myki,dialogue-060
474,phr-v205-0354,transport,transfer the card balance,कार्ड की शेष राशि स्थानांतरित करना,4,Dialogue-informed phrase: PTV Myki,dialogue-060
475,phr-v205-0355,consumer,compare mobile phone plans,मोबाइल फोन योजनाओं की तुलना करना,4,Dialogue-informed phrase: Purchasing a New Phone,dialogue-061
476,phr-v205-0356,consumer,check the contract period,अनुबंध अवधि जाँचना,4,Dialogue-informed phrase: Purchasing a New Phone,dialogue-061
477,phr-v205-0357,health,prepare for a blood test,रक्त जाँच की तैयारी करना,5,Dialogue-informed phrase: Query About Blood Test,dialogue-062
478,phr-v205-0358,health,ask whether fasting is needed,पूछना कि खाली पेट रहना है या नहीं,5,Dialogue-informed phrase: Query About Blood Test,dialogue-062
479,phr-v205-0359,housing,plan the home renovation,घर की मरम्मत की योजना बनाना,4,Dialogue-informed phrase: Renovation,dialogue-063
480,phr-v205-0360,housing,confirm the project budget,परियोजना बजट की पुष्टि करना,4,Dialogue-informed phrase: Renovation,dialogue-063
481,phr-v205-0361,housing,apply for a bond loan,बॉन्ड ऋण के लिए आवेदन करना,5,Dialogue-informed phrase: Rent Assist Bond Loan,dialogue-064
482,phr-v205-0362,housing,provide proof of rent,किराये का प्रमाण देना,4,Dialogue-informed phrase: Rent Assist Bond Loan,dialogue-064
483,phr-v205-0363,consumer,return the unwanted product,अनचाहा उत्पाद वापस करना,4,Dialogue-informed phrase: Returning a Product,dialogue-065
484,phr-v205-0364,consumer,show the original receipt,मूल रसीद दिखाना,4,Dialogue-informed phrase: Returning a Product,dialogue-065
485,phr-v205-0365,consumer,give restaurant feedback,रेस्तराँ की प्रतिक्रिया देना,3,Dialogue-informed phrase: Restaurant Feedback,dialogue-066
486,phr-v205-0366,consumer,report poor food quality,खराब भोजन गुणवत्ता की शिकायत करना,4,Dialogue-informed phrase: Restaurant Feedback,dialogue-066
487,phr-v205-0367,health,treat a scorpion sting,बिच्छू के डंक का इलाज करना,4,Dialogue-informed phrase: Scorpion Bite,dialogue-067
488,phr-v205-0368,health,seek urgent medical help,तुरंत चिकित्सकीय सहायता लेना,4,Dialogue-informed phrase: Scorpion Bite,dialogue-067
489,phr-v205-0369,health,claim sickness allowance,बीमारी भत्ता का दावा करना,3,Dialogue-informed phrase: Sickness Allowance,dialogue-068
490,phr-v205-0370,health,treat a stiff neck,गर्दन की अकड़न का इलाज करना,4,Dialogue-informed phrase: Stiff Neck,dialogue-069
491,phr-v205-0371,health,avoid heavy lifting,भारी सामान उठाने से बचना,3,Dialogue-informed phrase: Stiff Neck,dialogue-069
492,phr-v205-0372,education,lodge a student complaint,विद्यार्थी की शिकायत दर्ज करना,4,Dialogue-informed phrase: Student's Complaint,dialogue-070
493,phr-v205-0373,education,request a course refund,पाठ्यक्रम शुल्क वापसी माँगना,4,Dialogue-informed phrase: Student's Complaint,dialogue-070
494,phr-v205-0374,immigration,extend the temporary visa,अस्थायी वीज़ा बढ़वाना,4,Dialogue-informed phrase: Temporary Visa,dialogue-071
495,phr-v205-0375,immigration,check the expiry date,समाप्ति तारीख जाँचना,4,Dialogue-informed phrase: Temporary Visa,dialogue-071
496,phr-v205-0376,legal,report stolen property,चोरी हुई संपत्ति की रिपोर्ट करना,3,Dialogue-informed phrase: Theft,dialogue-072
497,phr-v205-0377,legal,list the missing items,गुम वस्तुओं की सूची देना,4,Dialogue-informed phrase: Theft,dialogue-072
498,phr-v205-0378,utilities,query a high utility bill,अधिक उपयोगिता बिल पर पूछताछ करना,5,Dialogue-informed phrase: Utility Bill,dialogue-073
499,phr-v205-0379,utilities,check the meter reading,मीटर रीडिंग जाँचना,4,Dialogue-informed phrase: Utility Bill,dialogue-073
500,phr-v205-0380,legal,contact Victoria Police,विक्टोरिया पुलिस से संपर्क करना,3,Dialogue-informed phrase: Victoria Police,dialogue-074
501,phr-v205-0381,legal,quote the event number,घटना संख्या बताना,4,Dialogue-informed phrase: Victoria Police,dialogue-074
502,phr-v205-0382,business,negotiate the partnership terms,साझेदारी की शर्तों पर बातचीत करना,4,Dialogue-informed phrase: Business Proposal,dialogue-075
503,phr-v205-0383,health,relieve constipation symptoms,कब्ज के लक्षण कम करना,3,Dialogue-informed phrase: Constipation,dialogue-076
504,phr-v205-0384,health,increase dietary fibre,आहार में रेशा बढ़ाना,3,Dialogue-informed phrase: Constipation,dialogue-076
505,phr-v205-0385,immigration,apply for a de facto visa,डी फैक्टो वीज़ा के लिए आवेदन करना,6,Dialogue-informed phrase: De facto Visa,dialogue-077
506,phr-v205-0386,immigration,prove the genuine relationship,वास्तविक संबंध का प्रमाण देना,4,Dialogue-informed phrase: De facto Visa,dialogue-077
507,phr-v205-0387,travel,confirm the room booking,कमरे की बुकिंग की पुष्टि करना,4,Dialogue-informed phrase: Hotel Reservation,dialogue-078
508,phr-v205-0388,travel,ask about breakfast inclusion,नाश्ता शामिल होने के बारे में पूछना,4,Dialogue-informed phrase: Hotel Reservation,dialogue-078
509,phr-v205-0389,banking,report a retained ATM card,एटीएम में फँसे कार्ड की रिपोर्ट करना,5,Dialogue-informed phrase: ATM Card,dialogue-079
510,phr-v205-0390,banking,request a replacement card,नया कार्ड माँगना,4,Dialogue-informed phrase: ATM Card,dialogue-079
511,phr-v205-0391,employment,confirm the overtime payment,ओवरटाइम भुगतान की पुष्टि करना,4,Dialogue-informed phrase: Extra Shift,dialogue-080
512,phr-v205-0392,immigration,prepare citizenship documents,नागरिकता दस्तावेज़ तैयार करना,3,Dialogue-informed phrase: Australian Citizenship,dialogue-081
513,phr-v205-0393,immigration,attend the citizenship ceremony,नागरिकता समारोह में जाना,4,Dialogue-informed phrase: Australian Citizenship,dialogue-081
514,phr-v205-0394,community,request a certified translation,प्रमाणित अनुवाद का अनुरोध करना,4,Dialogue-informed phrase: Document Translation,dialogue-082
515,phr-v205-0395,community,confirm the translation fee,अनुवाद शुल्क की पुष्टि करना,4,Dialogue-informed phrase: Document Translation,dialogue-082
516,phr-v205-0396,housing,repair the damaged fence,क्षतिग्रस्त बाड़ की मरम्मत करना,4,Dialogue-informed phrase: Fence Dog,dialogue-083
517,phr-v205-0397,housing,keep the dog secure,कुत्ते को सुरक्षित रखना,4,Dialogue-informed phrase: Fence Dog,dialogue-083
518,phr-v205-0398,health,discuss Down syndrome screening,डाउन सिंड्रोम जाँच पर चर्चा करना,4,Dialogue-informed phrase: Down Syndrome,dialogue-084
519,phr-v205-0399,health,explain the test results,जाँच के परिणाम समझाना,4,Dialogue-informed phrase: Down Syndrome,dialogue-084
520,phr-v205-0400,utilities,request electricity hardship support,बिजली बिल के लिए कठिनाई सहायता माँगना,4,Dialogue-informed phrase: Electricity Bill,dialogue-085
521,phr-v205-0401,utilities,divide the bill into instalments,बिल को किस्तों में बाँटना,5,Dialogue-informed phrase: Electricity Bill,dialogue-085
522,phr-v205-0402,community,please confirm the details,कृपया विवरण की पुष्टि कीजिए,4,General community interpreting phrase bank,
523,phr-v205-0403,community,provide the required documents,आवश्यक दस्तावेज़ दीजिए,4,General community interpreting phrase bank,
524,phr-v205-0404,community,complete the application form,आवेदन फॉर्म पूरा कीजिए,4,General community interpreting phrase bank,
525,phr-v205-0405,community,sign at the bottom,नीचे हस्ताक्षर कीजिए,4,General community interpreting phrase bank,
526,phr-v205-0406,community,keep a copy for your records,अपने रिकॉर्ड के लिए एक प्रति रखिए,6,General community interpreting phrase bank,
527,phr-v205-0407,community,contact us as soon as possible,जितनी जल्दी हो सके हमसे संपर्क कीजिए,6,General community interpreting phrase bank,
528,phr-v205-0408,community,the decision is still pending,निर्णय अभी लंबित है,5,General community interpreting phrase bank,
529,phr-v205-0409,community,the application has been approved,आवेदन स्वीकृत हो गया है,5,General community interpreting phrase bank,
530,phr-v205-0410,community,the request has been declined,अनुरोध अस्वीकार कर दिया गया है,5,General community interpreting phrase bank,
531,phr-v205-0411,community,additional information is required,अतिरिक्त जानकारी आवश्यक है,4,General community interpreting phrase bank,
532,phr-v205-0412,community,the deadline has passed,अंतिम तारीख बीत चुकी है,4,General community interpreting phrase bank,
533,phr-v205-0413,community,within fourteen days,चौदह दिनों के भीतर,3,General community interpreting phrase bank,
534,phr-v205-0414,community,before the due date,अंतिम तारीख से पहले,4,General community interpreting phrase bank,
535,phr-v205-0415,community,after receiving the notice,नोटिस मिलने के बाद,4,General community interpreting phrase bank,
536,phr-v205-0416,community,subject to approval,स्वीकृति के अधीन,3,General community interpreting phrase bank,
537,phr-v205-0417,community,without further delay,और देरी किए बिना,3,General community interpreting phrase bank,
538,phr-v205-0418,community,according to the policy,नीति के अनुसार,4,General community interpreting phrase bank,
539,phr-v205-0419,community,under the current rules,वर्तमान नियमों के तहत,4,General community interpreting phrase bank,
540,phr-v205-0420,community,depending on your circumstances,आपकी परिस्थितियों के अनुसार,4,General community interpreting phrase bank,
541,phr-v205-0421,community,at your earliest convenience,आपकी सुविधानुसार जल्द से जल्द,4,General community interpreting phrase bank,
542,phr-v205-0422,community,provide written confirmation,लिखित पुष्टि दीजिए,3,General community interpreting phrase bank,
543,phr-v205-0423,community,request further information,अधिक जानकारी का अनुरोध करना,3,General community interpreting phrase bank,
544,phr-v205-0424,community,make an appointment online,ऑनलाइन अपॉइंटमेंट लेना,4,General community interpreting phrase bank,
545,phr-v205-0425,community,attend in person,व्यक्तिगत रूप से उपस्थित होना,3,General community interpreting phrase bank,
546,phr-v205-0426,community,send it by email,इसे ईमेल से भेजना,4,General community interpreting phrase bank,
547,phr-v205-0427,community,upload a clear copy,स्पष्ट प्रति अपलोड करना,4,General community interpreting phrase bank,
548,phr-v205-0428,community,bring the original document,मूल दस्तावेज़ साथ लाना,4,General community interpreting phrase bank,
549,phr-v205-0429,community,pay the required fee,आवश्यक शुल्क चुकाना,4,General community interpreting phrase bank,
550,phr-v205-0430,community,ask for an interpreter,दुभाषिया माँगना,4,General community interpreting phrase bank,
551,phr-v205-0431,community,keep the information confidential,जानकारी गोपनीय रखना,4,General community interpreting phrase bank,
