dialogue_id,dialogue_title,segment_number,segment_id,direction,source,sample_answer,short_notes,note_skill,meaning_checklist,content_status
dialogue-032,Flight Check-In,5,dialogue-032-s05,English to Hindi,"No worries. I can print another one for you by putting your details in our system. In the meantime, could you please put your suitcase here on the scale.","कोई चिंता नहीं. मैं आपके विवरन को हमारे सिस्तम में दालकर आपके लिए एक और प्रिन्त कर सकती हूँ. इस बीच, क्या आप अप्ने सुइत्कसोन को यहान भार मपक पर रख सकते हैं.",worries | print another one putting | meantime put suitcase scale,Mark NOT or × clearly.,worries | print another one putting | meantime put suitcase scale,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-032,Flight Check-In,6,dialogue-032-s06,Hindi to English,हाँ क्यों नहीं. मुझे उम्मीद है की मेरे सामान का वजन अनुमेय वजन सीम के भीतर है. ऐर्लिने के दिशानिर्देशोन के अनुसार सभी आवश्यक वस्तुओन को पक्क करने और मेरे बग के वजन को प्रबन्धित करने में मुझे कुछ समय लगा.,"Yes, why not. I just hope the weight of my luggage is within the permissible weight limit only. It took me quite some time to pack all the necessary items and manage the weight of my bag according to your airlines' guidelines.",Yes | hope weight luggage within | took me quite time,Mark NOT or × clearly; Mark conditions and obligation words.,Yes | hope weight luggage within | took me quite time,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-032,Flight Check-In,7,dialogue-032-s07,English to Hindi,"I know it's hard to pack things within the weight limit especially when travelling with a child. Okay, so as you're travelling with an infant today, I will need to see your daughter's birth certificate to confirm that she's under two years of age.","मुझे पता है की वजन सीम के भीतर चीजोन को पैक करना मुश्किल है, खास्कर जब बच्चे के साथ यात्रा करते हैं. ठीक है, जैसे आज आप एक शिशु के साथ यात्रा कर रहे हैं, तो मुझे यह निश्चित करने के लिए की आपकि बेति दो साल से कम उम्र की है उसका जन्म प्रमाण-पत्र देख्न होगा.",know it's hard child | Okay | you're travelling need birth cert,Mark conditions and obligation words.,know it's hard child | Okay | you're travelling need birth cert,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-032,Flight Check-In,8,dialogue-032-s08,Hindi to English,"अवशेय यह यहान है. इसके अलाव, क्या आप हमारे लिए निकास पत्थ के साथ वल्ल सीट आरक्षित कर सकती हैं? यदि वह उधम मचाति है तो मैं उसे घुम सकती हूँ वहान पर.","Sure, here it is. Also, would we be able to get an aisle seat? I may have to walk her around if she gets fussy.",Sure | able get aisle seat? | walk around gets fussy,Mark conditions and obligation words; Add ? for the question or request.,Sure | able get aisle seat? | walk around gets fussy,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-032,Flight Check-In,9,dialogue-032-s09,English to Hindi,"Sure. I'll put you near the washroom too. Ok, everything appears to be in order now. Weight of your baggage is also within limit. Here is your passport and boarding pass. Also, you can take this stroller to the gate for the child and we'll check it in the oversized luggage after you board.","ज़रूर. मैं आपको शौचल्य के पास वल्ल सीट दे देती हूँ. ठीक है, अब सब कुछ क्रम में प्रतीत होता है. आपके सामान का वजन भी सीम के भीतर है. यह रहा आपका पास्पोर्त और बोर्दिन्ग पास. इसके अलाव आप इस बच्चे की स्त्रोल्लेर गते पर ले जा सकते हैं और हम इसे ज़्यादा भार वले सामन में चेक-इन कर देन्गे.",Sure | I'll put near washroom | Ok everything appears order | Weight baggage within limit | passport boarding pass,Write names and identifiers exactly.,Sure | I'll put near washroom | Ok everything appears order | Weight baggage within limit,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-032,Flight Check-In,10,dialogue-032-s10,Hindi to English,"धन्य्वाद. अब मुझे कहाँ जान है? क्या आप कृपया सहायत कर सकते हैं क्योंकि यह पेह्लि बार है मैं अकेले यात्रा कर रही हूँ? इसके अलाव, मेरा स्य्द्नेय में स्तोपोवेर है - क्या मुझे अप्न सामान लेने की जरूरत है?","Thank you. Now where do I have to go? Could you please assist as this is the first time I am travelling alone? Also, I have a stopover in Sydney - do I need to pick up my luggage there?",Thank you | go? | assist first time travelling? | stopover Sydney need pick?,Mark conditions and obligation words; Add ? for the question or request.,Thank you | go? | assist first time travelling? | stopover Sydney need pick?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-032,Flight Check-In,11,dialogue-032-s11,English to Hindi,"No, it'll go straight through to Bangkok. Your flight departs from gate 32. You just have to keep walking down this way and you'll see a big orange number 32 sign. That is where you'll have to wait for the boarding which will commence at 03:20pm. Is there anything else I can help you with?","नहीं, यह सीधे बन्ग्कोक जेग. आपकी उड़ान गते 32 से प्रस्थान कर्गि. आपको बस इसि तरह सीधे चलते रहना है और आपको एक नारन्गी रन्ग की बदी सन्ख्य 32 दिखेए देगी. यहि वह जगह है जहान आपको बोअर्दिन्ग का इन्त्जार करना होगा जो रात 03:20 बजे शुरू होगी. क्या मैं आपकी कुछ और मदद कर सकती हूँ?",it'll go straight Bangkok | flight departs gate 32 | keep walking no. 32 | you'll wait boarding 03:20 | else help?,"Write numbers, dates and times exactly; Mark NOT or × clearly.",it'll go straight Bangkok | flight departs gate 32 | keep walking no. 32 | you'll wait boarding 03:20,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-032,Flight Check-In,12,dialogue-032-s12,Hindi to English,"आपकी सहायता के लिए बहुत बहुत धन्यवाद. यदि मुझे और सहायत की आवश्यकत होइ, तो मैं ऐर्लिने के कर्म्चरियोन्से पुक्च लुन्गि..",Thank you so much for your help. I'll ask the staff members of the airline in case I need further assistance.,help | I'll staff members need,Capture who + action + key detail; avoid full sentences.,help | I'll staff members need,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-033,Flight Customer Service,1,dialogue-033-s01,English to Hindi,"Good evening, my name is Jennifer. Thank you for choosing to fly with Fly India Airline. How can I help you today?","नमस्ते, मेरा नाम जेन्निफ़ेर है. आपका फ़्ल्य इन्दिअ ऐर्लिने को यात्रा करने के लिए चुन्ने के लिए धन्य्वाद.",Good evening name Jennifer | choosing Fly India Airline | help?,Add ? for the question or request; Write names and identifiers exactly.,Good evening name Jennifer | choosing Fly India Airline | help?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-033,Flight Customer Service,2,dialogue-033-s02,Hindi to English,नमस्ते जेन्निफ़ेर जी. मेरा नाम कारण है. मुझे अप्ने वेब-चेक में कथिनायि हो रही है. क्या आप मेरी सहायता कर सकती हैं?,"Good evening, Jennifer. My name is Karan. I am having difficulty in my web-check. Can you help me?",Good evening Jennifer | name Karan | difficulty web check | help me?,Add ? for the question or request; Write names and identifiers exactly.,Good evening Jennifer | name Karan | difficulty web check | help me?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-033,Flight Customer Service,3,dialogue-033-s03,English to Hindi,"Sorry for the inconvenience caused. Please provide me with your booking reference number. Let me look into it. Also, do you have any preference in seat selection.","असुविध के लिए क्षम करिएन. कृपया मुझे अप्नि बुकिंग सन्धर्भ सन्ख्य प्रदान करें. मुझे इस में देख्ने दें. और, क्या आपकी सीट का चयन करने में कोई पसन्द है?",Sorry inconvenience caused | provide me booking ref no. | Let me look | preference seat selection,Capture who + action + key detail; avoid full sentences.,Sorry inconvenience caused | provide me booking ref no. | Let me look | preference seat selection,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-033,Flight Customer Service,4,dialogue-033-s04,Hindi to English,"कोई बात नहीं. मेरी बुकिंग सन्दर्भ सन्ख्य है B-45978I. दरसल, मैं और मेरा परिवार इकथे बैथ्न चह्ते हैं. यह बढ़िया होगा अगर हमें खिद्कि वलि सीट मिल जाये. मेरा बेत बाहर का नज़ार देख्न चाहता है.","No issues with that. My booking reference number is B-45978I. Actually, me and my family want to sit together. It will be better if we get the window seat. My son wants to see the outside view.",issues | booking ref no. 45978 | Actually me family want | better get window seat | son wants see outside,"Write numbers, dates and times exactly; Mark NOT or × clearly.",issues | booking ref no. 45978 | Actually me family want | better get window seat,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-033,Flight Customer Service,5,dialogue-033-s05,English to Hindi,Let me have a look at the availability of the seats. Can you please confirm who is accompanying you in the flight?,मुझे सेअतोन की उप्लब्ध्त को देख्ने दें. क्या आप विमान में आपके साथ जाने वले लोगोन की पुश्ति कर सकती हैं?,Let me look availability | confirm accompanying flight?,Add ? for the question or request.,Let me look availability | confirm accompanying flight?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-033,Flight Customer Service,6,dialogue-033-s06,Hindi to English,ज़रूर; मेरे साथ मेरे पति और 3 साल का बेत होंगे. मैं आपकी बहुत शुक्र्गुज़ार हुन्गि अगर हमें 3 सीट साथ मिल जायेइन.,"Sure, I have my husband and my 3 years old son with me. I will be very thankful if we get all the three seats together.",Sure husband years old | thankful get three seats,"Write numbers, dates and times exactly; Mark conditions and obligation words.",Sure husband years old | thankful get three seats,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-033,Flight Customer Service,7,dialogue-033-s07,English to Hindi,"Fortunately, we have the last 3 seats in a row and luckily one of them is a window seat. So I'm selecting G-I0, II, I2 for you and G-I0 is the window seat. Is it ok?","खुश्किस्मति से हमारे पास यह आख्रि 3 सेअतेइन हैं जो साथ हैं और इन्मेइन से एक खिद्कि वलि सीट है. तो मैं आपके लिए G-I0,II,I2 का चयन कर रही हूँ और G-I0 खिद्कि वलि सीट है. क्या यह ठीक है?",Fortunately last seats row | I'm selecting II window | ok?,"Write numbers, dates and times exactly; Add ? for the question or request.",Fortunately last seats row | I'm selecting II window | ok?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-033,Flight Customer Service,8,dialogue-033-s08,Hindi to English,धन्यवाद. हम पेह्लि बार हवै यात्रा कर रहे हैं. मेरा बेत इस यात्रा के लिए बहुत उत्तेजित है.,Thank you. We are flying for the first time. My son is very excited for this journey.,Thank you | flying first time | son excited journey,Capture who + action + key detail; avoid full sentences.,Thank you | flying first time | son excited journey,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-033,Flight Customer Service,9,dialogue-033-s09,English to Hindi,"That's great. Also, I will select your meal preference. So are you vegetarian or would you like to have non-veg meal? For your son I have selected kids meal.",बहुत बढ़िया. इस के इलाव मैं आपके लिए आपका पसन्दिद खान भी चुन देती हूँ. तो शकहरि हैं या आप मासहरि भोजन खान पसन्द करेन्गि? आपके बेते के लिए मैंने बचो के भोजन का चयन कर दिया है.,That's great | select meal preference | vegetarian non veg meal? | son selected kids meal,Add ? for the question or request.,That's great | select meal preference | vegetarian non veg meal? | son selected kids meal,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-033,Flight Customer Service,10,dialogue-033-s10,Hindi to English,खैर हम तीनो मासहरि खाने का चयन करना चहेन्गे. हमें हवै अद्दे पर कितने बजे तक पहुन्च्न होगा?,Well all three of us would like to book the non-veg meal. At what time do we need to reach the airport?,Well three us like | time need reach airport?,Mark conditions and obligation words; Add ? for the question or request.,Well three us like | time need reach airport?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-033,Flight Customer Service,11,dialogue-033-s11,English to Hindi,"Sure, I have booked all your meals as per your preferences. Answer to your 2nd question is that you have to be at the airport 3 hours prior to the departure time as it is an international travel.",ज़रूर; मैंने आपके सभी भोजन आपके पसन्द के हिसाब से चुन दिये हैं. आपके दुस्रे सवाल का जवाब यह है क जैसे की यह एक अन्तर रश्त्रिय उड़ान है तो आपको हवाइ अद्दे पर प्रस्थान करने के समय से 3 घन्ते पहले पहुन्च्न होगा.,Sure booked meals per | Answer nd question time,"Write numbers, dates and times exactly.",Sure booked meals per | Answer nd question time,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-033,Flight Customer Service,12,dialogue-033-s12,Hindi to English,ठीक है. एक आखिरि सवाल. क्या हमारे सामान का सन्युक्त वज़न 90 किलो हो सकता है? हमें प्रत्येक वियक्ति को 30 किलो लेजाने की इजाज़त है.,Ok. One last question. Can the combined weight of our luggage be 90 kilograms? We are allowed to carry 30 kgs person.,Ok | One last question | combined weight luggage 90? | allowed carry 30 kgs,"Write numbers, dates and times exactly; Add ? for the question or request.",Ok | One last question | combined weight luggage 90? | allowed carry 30 kgs,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-033,Flight Customer Service,13,dialogue-033-s13,English to Hindi,Certainly! Because you all are travelling as a family this is possible. Also I just want to remind you that everyone is allowed to carry 7kg on the top of 30 kg as a hand luggage.,"बिल्कुल! क्योंकि आप तीनो एक परिवार के तौर पर सफ़र कर रहे हैं, तो यह संभव है. इस के इलाव, मैं आपको याद क्र्वन चाहती हूँ की हर इन्सान को इस 30 किलो के इलाव 7 किलो और सामान हथ में लेजाने की इजाज़त है.",Certainly | travelling family possible | want remind everyone 30,"Write numbers, dates and times exactly.",Certainly | travelling family possible | want remind everyone 30,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-033,Flight Customer Service,14,dialogue-033-s14,Hindi to English,जी हमें इस बारे में जानकारी है. हमारि मदद करने के लिए धन्यवाद. आपका दिन शुभ रहे!,"Yes, we know about this. Thank you for helping us. Hope you have a great day.",Yes know | helping us | Hope great day,Capture who + action + key detail; avoid full sentences.,Yes know | helping us | Hope great day,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-034,Flooded House Insurance - Part 1,1,dialogue-034-s01,English to Hindi,Good morning! This is Roberta from Lifelong Insurance Company. How are you and how can I help you today?,सु प्रभात! मैं रोबेर्त बात कर रही हूँ लिफ़ेलोन्ग बीमा कंपनी से. आप कैसे हैं और आज मैं आपकी किस प्रकार सहायता कर सकती हूँ?,greeting | Roberta Lifelong ins co | help?,Add ? for the question or request; Write names and identifiers exactly.,greeting | Roberta Lifelong ins co | help?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-034,Flooded House Insurance - Part 1,2,dialogue-034-s02,Hindi to English,"नमस्ते, मेरा नाम दिया है और मैं आपकी मौजुद ग्राहक हूँ और मैं एक बार्ह के खत्रे वाले इलाके में रहती हूँ. कल बार्ह आई थी इस इलाके में. मैं घर के बीमे के लिए दावा क्र्न चाहती हूँ क्योंकि मैं बार्ह से हुये नुक्सान के लिए भुगतान कर रही हूँ.","Hello, my name is Diya and I am your existing customer and I live in a flood prone region. There was a flood yesterday in the area. I would like to claim for house insurance as I am paying for flood coverage.",Hello name Diya existing | flood yesterday area | like claim house ins,Write names and identifiers exactly.,Hello name Diya existing | flood yesterday area | like claim house ins,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-034,Flooded House Insurance - Part 1,3,dialogue-034-s03,English to Hindi,Oh! That’s really unfortunate. Please tell me your insurance policy number so that we can verify your details.,अरे! यह बद्किस्मत था. कृपया मुझे अप्नि बीमा निति सन्ख्य बतायेइन तन की मैं आपके विवरण की पुश्ति कर सकु.,Oh | really unfortunate | me ins policy no.,Capture who + action + key detail; avoid full sentences.,Oh | really unfortunate | me ins policy no.,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-034,Flooded House Insurance - Part 1,4,dialogue-034-s04,Hindi to English,अफ़्सोस क मैं आपको कोई भी निति विवरण नहीं दे सकती मेरे पास इस क्षन कोई भी दस्तवेज़ नहीं हैं. वह बार्ह में व्नश्त हो गए. सभी कुछ गील है और इस के इलाव घर में बिज्ली भी नहीं है.,"I am afraid I cannot provide any policy details as I do not have any papers with me at the moment. It got destroyed in the flood. Everything is wet and moreover, there is no electricity in the house.",afraid cannot provide policy | got destroyed flood | Everything wet moreover electricity,Mark NOT or × clearly.,afraid cannot provide policy | got destroyed flood | Everything wet moreover electricity,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-034,Flooded House Insurance - Part 1,5,dialogue-034-s05,English to Hindi,"Oh god! You might be really stressed. Could you please tell me your full name, address, postal code and registered contact number? I would try to pull up the details from my database.","हेय भग्वान! आप तो बहुत तनाव में होन्गि. क्या आप मुझे अप्न पूर नाम, प्त, दाक कोदे तथ दर्ज़ संपर्क सन्ख्य बता सकती हैं? मैं यह विवरण अप्ने दतबसे से निकाल्ने की कोशिश करूँगी.",Oh god | really stressed | me full name addr no.? | try pull details database,Mark conditions and obligation words; Add ? for the question or request.,Oh god | really stressed | me full name addr no.? | try pull details database,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-034,Flooded House Insurance - Part 1,6,dialogue-034-s06,Hindi to English,"जी शुक्रिय. मेरा पूर नाम है दिया सोलन्कि, प्त है 234 बल्ग स्त्रीत, वेस्त्मिन्स्तेर, तस्मनिअ और दाक कोदे है 3788. मेरा संपर्क नंबर है 0456 744 838. क्या आप कृपया इसे जल्दि से कर स्क्ति हैं क्योंकि मेरे और भी स्वाल हैं?","Thank you. My full name is Diya Solanki, address is 234 Balga street, Westminster, Tasmania and the postal code is 3788. My contact number is 0456 744 838. Can you please do it really quick as I have a few more questions?",Thank you | full name addr 234 3788 | no. 0456 744 838 | really quick few questions?,"Write numbers, dates and times exactly; Add ? for the question or request.",Thank you | full name addr 234 3788 | no. 0456 744 838 | really quick few questions?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-034,Flooded House Insurance - Part 1,7,dialogue-034-s07,English to Hindi,"Sure, I will try my best. Fortunately, I am able to pull up your details. I can see that your house is not insured for flood. Are you sure that you insured your house with our company?","ज़रूर, मैं अप्नि पूरि कोशिश करूँगी. किस्मते से मुझे आपके विवरण मिल गए हैं. मैं देख सकती हूँ क आपका घर बार्ह के लिए बीमयुक्त नहीं है. क्या आपको पूर यकीन है क आपने अप्न बीमा हम ही से क्र्वय था?",Sure try best | Fortunately able pull details | see house insured flood | sure insured house co?,Mark NOT or × clearly; Add ? for the question or request.,Sure try best | Fortunately able pull details | see house insured flood | sure insured house co?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-034,Flooded House Insurance - Part 1,8,dialogue-034-s08,Hindi to English,आप क्या बोल रही हैं? यह तो बिल्कुल असह्नीय है. मैं बार्ह के दौरान आपको संपर्क कर्के अप्न समय क्यु बर्बाद क्रुन्गि? मेरे पास और भी बेह्तेर काम हैं करने के लिए. मुझे पूर यकीन है क मैंने अप्ने प्रतिनिधि को मेरे घर का पूरन बीमा करने के लिए कहा था.,What are you saying? This is unbearable. Why would I call and waste my time with you when my house is flooded with water? I have better things to do. I am sure I asked my agent to fully insure my house.,saying? | unbearable | call waste time house? | better things | sure agent fully insure,Add ? for the question or request.,saying? | unbearable | call waste time house? | better things,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-034,Flooded House Insurance - Part 1,9,dialogue-034-s09,English to Hindi,Please calm down. I think you should ask your agent first. Could you please confirm if you insured your property via any agent or directly with our company?,कृपया शान्त हो जायेइन. मेरा मान न है क आपको पहले अप्ने प्रतिनिधि से पूछ लेना चाहिए. क्या आप यह पुश्ति कर सकती हैं क आपने अप्ने घर का किसी प्रतिनिधि द्वारा बीमा क्र्वय था या सीध हमरि कंपनी से?,calm down | think agent first | confirm insured property via?,Mark conditions and obligation words; Add ? for the question or request.,calm down | think agent first | confirm insured property via?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-034,Flooded House Insurance - Part 1,10,dialogue-034-s10,Hindi to English,उचित रूप से मैंने अप्ने प्रतिनिधि को अप्नि और से सभी आवश्यक कार्य क्र्ने के लिए कहा था. मुझे एक ईमेल भी आई थी और मैं मासिक भुगतान भी कर रही हूँ.,"Well, I asked my agent to do all the required work on my behalf. I also got an email and I am making payments every month.",Well agent req work | got email making pays,"Write numbers, dates and times exactly; Mark conditions and obligation words.",Well agent req work | got email making pays,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-034,Flooded House Insurance - Part 1,11,dialogue-034-s11,English to Hindi,"Alright, could you please open the email and check it? There will be a policy number and we can proceed further.","ठीक है, क्या आप कृपया वह ईमेल खोल के जाँच सकती हैं? वह एक निति सन्ख्य होगी जिस्से हम आगे प्रस्थन कर सकते हैं.",Alright open email check? | policy no. proceed further,Add ? for the question or request.,Alright open email check? | policy no. proceed further,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-034,Flooded House Insurance - Part 1,12,dialogue-034-s12,Hindi to English,यह बेह्तेर है. मैं आपको वह ईमेल भेज देती हूँ. कृपया फ़ोन को 2 मिनुते के लिए होल्द करें.,"Ok, that sounds better. I will forward you the email. Please hold the call for 2 minutes.",Ok sounds better | forward email | hold call minutes,"Write numbers, dates and times exactly.",Ok sounds better | forward email | hold call minutes,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-034,Flooded House Insurance - Part 1,13,dialogue-034-s13,English to Hindi,Sure. I am waiting. Take your time.,जी ज़रूर. मैं इन्तेज़ार कर रही हूँ. आप अराम से अप्न कर्य करें.,Sure | waiting | Take time,Capture who + action + key detail; avoid full sentences.,Sure | waiting | Take time,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-035,Flooded House Insurance - Part 2,1,dialogue-035-s01,English to Hindi,Hi Diya! Are still on the line?,दिया जी! क्या आप अभी भी लिने पर हैं?,Hi Diya | still line?,Add ? for the question or request.,Hi Diya | still line?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-035,Flooded House Insurance - Part 2,2,dialogue-035-s02,Hindi to English,"रोबेर्त जी, शुक्रिय धैर्य बनये रख्ने के लिए. मैंने वह ईमेल आपको भेज दी है. क्या आप कृपया उसे जाँच सकती हैं?","Hey Roberta, thank you for your patience. I have forwarded the email to you. Can you please have a look?",Hey Roberta patience | forwarded email | look?,Add ? for the question or request.,Hey Roberta patience | forwarded email | look?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-035,Flooded House Insurance - Part 2,3,dialogue-035-s03,English to Hindi,"Sure. Yes, I received it. I can see that the policy number is given at the top right corner of the attachment in the email. The number is P787399.","ज़रूर. जी, मुझे वह मिल गई है. मैं देख सकती हूँ क निति सन्ख्य ईमेल के साथ सन्लग्न दस्तवेज़ के उप्रि दयेइन किनारे में दी हुई है. यह सन्ख्य है P787399.",Sure | Yes received | see policy no. email | no. 787399,"Write numbers, dates and times exactly.",Sure | Yes received | see policy no. email | no. 787399,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-035,Flooded House Insurance - Part 2,4,dialogue-035-s04,Hindi to English,बहुत बढ़िया! क्या आपको यह मिल गया क मैं बार्ह में हुए नुक्सान के लिए भी भुगतान कर रही थी? और क्या मैं बीमे का दावा कर सकती हूँ? मैं अप्ने घर की हालत की वजह से बहुत ही तनाव में हूँ. घर के सभी उप्कर्न पानि से भीग गए हैं.,Great! Did you find that I was paying for flood coverage? And can I claim my insurance? I am stressed because of the condition that my house is in now. All the household appliances are soaked in water.,Great | find paying flood coverage? | claim ins? | stressed | condition house,Add ? for the question or request.,Great | find paying flood coverage? | claim ins? | stressed,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-035,Flooded House Insurance - Part 2,5,dialogue-035-s05,English to Hindi,"Yes mam, I am pulling up the data. Let me check. Oh, there it is, I can see that you made monthly payments and your house is insured for flood coverage. Yes, you can claim the insurance.","जी महोद्य, मैं यह जानकारी निकल रही हूँ. मुझे यह जान्च्ने दें. अर्रे यह रहा वह, मैं देख सकती हूँ की आपने मसिक भुगतान किये हैं और आपका घर बर्ह से हुए नुक्सान के लिए बिमित है. जी, आप दावा कर सकती हैं.",Yes mam pulling data | Let me check | Oh see made monthly | Yes claim ins,Capture who + action + key detail; avoid full sentences.,Yes mam pulling data | Let me check | Oh see made monthly | Yes claim ins,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-035,Flooded House Insurance - Part 2,6,dialogue-035-s06,Hindi to English,"यह बहुत बढ़िया है. देखिये, मैं चाहती हूँ की मुझे दावा की हुई राशि जल्द से जल्द मिल जाये. इसके लिए क्या आप कुछ कर सकती हैं?","That’s perfect. Listen, I would like to get the claimed money as soon as possible. Is there something you can do?",perfect | Listen like get ASAP | there something you?,Add ? for the question or request.,perfect | Listen like get ASAP | there something you?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-035,Flooded House Insurance - Part 2,7,dialogue-035-s07,English to Hindi,"Alright, well we have a process through which you can fast track your request. You need to go to the website and fill a form to fast track your application. Also give a valid reason for why you want to do it.",ठीक है… खैर हमरि एक प्रक्रिया है जिस के द्वारा आप अप्ने निवेदन का जल्दि निप्तार क्र्व सकती हैं. आपको वेब्सिते पे जाके आपके आवेदन पत्र को फ़स्त त्रक्क (शिघ्र पथ) पे लगाने के लिए एक फ़ॉर्म भरना होगा. तथ एक जायज़ कारण देना होगा जिस के लिए आप यह क्र्वन चाहती हैं.,Alright well process fast | need go website appl | give valid reason want,Mark conditions and obligation words.,Alright well process fast | need go website appl | give valid reason want,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-035,Flooded House Insurance - Part 2,8,dialogue-035-s08,Hindi to English,"जी बिल्कुल, मैं वैसे ही करुन्घि जैसे अप्ने कहा है. इसके इलव मुझे दावे की राशि लेने के लिए कौन्सि उप्चरिक्तये पूरि करनी पधेगि. उन्क जवाब आने मैं कितने दिन लगेन्गे?.","Sure, I will do as you explained. What else are the formalities I need to fulfill to get the claim? How many days would it take to get the revert from them?",Sure explained | else formalities need claim? | days take get revert?,Mark conditions and obligation words; Add ? for the question or request.,Sure explained | else formalities need claim? | days take get revert?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-035,Flooded House Insurance - Part 2,9,dialogue-035-s09,English to Hindi,"Well, you need to show evidence such as photos, weather report, map of the location where you live and eye witnesses. Could you please tell how much loss you have borne?","खैर आपको इसके लिए सबूत देने पधेन्घे जैसे की तस्वीरे, मौसम की रपत, आपके इलके का नक्ष और चशम्दीद गवह. क्या आप मुझे कृपया बता सकती है की आपका कितना नुक्सान हुआ है?",Well need show evidence | loss borne?,Mark conditions and obligation words; Add ? for the question or request.,Well need show evidence | loss borne?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-035,Flooded House Insurance - Part 2,10,dialogue-035-s10,Hindi to English,"ठीक है मैं कुछ तस्वीरे ले लुन्घि और फ़ॉर्म/अवेदन पत्त्र के साथ नथि कर दुन्घि. दरसल, घर पानि से बर्ह होने के कारण घर में शोर्त किर्कुइत हो गया और सभी बिज्ली उपक्र्न क्षतिग्रस्त हो गए.","Okay, I will take some photos and attach everything with my form. Actually, there was a short circuit when the house was flooded with water and all of the electronic appliances have been damaged.",Okay take photos attach | Actually short circuit house,Capture who + action + key detail; avoid full sentences.,Okay take photos attach | Actually short circuit house,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-035,Flooded House Insurance - Part 2,11,dialogue-035-s11,English to Hindi,"Okay, I will make a detailed report on the basis of your explanation. Please give me an idea of the estimated cost of equipment.","ठीक है, मैं आपके विवरण के आधर पर एक विस्त्रित रपत बना लुन्गि. क्र्पिय मुझे उप्कर्नो की अनुमित कीमत का एक अन्दाज़ दें.",Okay make detailed report | give me idea cost,Capture who + action + key detail; avoid full sentences.,Okay make detailed report | give me idea cost,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-035,Flooded House Insurance - Part 2,12,dialogue-035-s12,Hindi to English,"ठीक है. अनुमनित कीमत $100,000 होगी. मैंने तो हर उप्करन का बिल दिया होता पर जैसे क आपको पहले ही पता है क मैं इन परिस्थितियो में वह नहीं कर सकती.","Ummm… the estimated cost would be around $100,000. I would have provided the bills of each equipment, but as you already know that I am unable due to the given circumstances.",Ummm cost $100 000 | provided bills each equipment | already know unable due,"Write numbers, dates and times exactly.",Ummm cost $100 000 | provided bills each equipment | already know unable due,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-035,Flooded House Insurance - Part 2,13,dialogue-035-s13,English to Hindi,Aha.. could you also email me the receipts and attach with your form? That would help.,अच्छा.. क्या आप मुझे रसीदेइन ईमेल और अप्ने आवेदन पत्र के साथ नथि कर सकती हैं? इस से मदद मिलेगि?,Aha | email me receipts attach? | help,Add ? for the question or request.,Aha | email me receipts attach? | help,Imported and machine-formatted from user material; bilingual review recommended.
