segment_id,dialogue_id,dialogue_title,direction_before,direction_after,old_hindi,new_hindi
original-050-s04,original-050,Murder Investigation,hi,hi,मैं किसी भी म्र्त्यक कमल को नहीं जान्ति। शायद किसी ने आपको गलत जानकारि दी है।,मैं किसी ऐसे कमल को नहीं जानती जिसकी मृत्यु हुई हो। शायद किसी ने आपको गलत जानकारी दी है।
original-050-s05,original-050,Murder Investigation,en,en,"श्रीमति जग्जीत, आपको याद दिल दून की हुमारे पास एक गवाह है, जिस्ने आपको म्र्तक से उस दिन एक बोतल की दुकान पर बात करते देखा था, जिस दिन उन्कि हत्य हुई। उस पर आपक क्या केहन है।","श्रीमती जगजीत, मैं आपको याद दिला दूँ कि हमारे पास एक गवाह है जिसने हत्या वाले दिन आपको एक शराब की दुकान पर मृत व्यक्ति से बात करते देखा था। इस बारे में आप क्या कहेंगी?"
original-050-s06,original-050,Murder Investigation,hi,hi,गवाह कौन है। मुझ पर विश्वास करे अधिकारी साहिबा। मैं श्राब नहीं पीति तो मैं बोतल की दुकान पर क्यों जऊन्गि।,"गवाह कौन है? विश्वास कीजिए अधिकारी, मैं शराब नहीं पीती, तो शराब की दुकान पर क्यों जाऊँगी?"
original-050-s07,original-050,Murder Investigation,en,en,ठीक है। तो आप इस साल 30 सेप्तेम्बेर को फ़ेदेरतिओन स्करे में होने से भी इन्कार करती हैं।,समझ गया। तो आप इस बात से इनकार करती हैं कि इस साल 30 सितंबर को आप Federation Square पर थीं?
original-050-s08,original-050,Murder Investigation,hi,hi,आप क्या बात कर रहे हैं अधिकारी साहिबा। मैं उस दिन घर प्रवेश उत्सव के लिए अपने पदोसियोन के घर पर थी।,"अधिकारी, आप क्या कह रहे हैं? उस दिन मैं अपने पड़ोसी के घर गृह-प्रवेश की पार्टी में थी।"
original-050-s09,original-050,Murder Investigation,en,en,जिस गवाह से हमने बात की है उसने आपके मुख पर जनम्चिन्ह और आपकी भुज पर खोप्रि की खुन्वै की पहचान की है।,"जिस गवाह से हमने बात की, उसने आपके चेहरे के जन्मचिह्न और आपकी बाँह पर बने खोपड़ी के टैटू की पहचान की है।"
original-050-s10,original-050,Murder Investigation,hi,hi,ओह। आपका मत्लब इस जनम चिन्ह से है। यह तो आसनि से बनय या मिताय जा सकता है मकेउप के साथ और यह खुन्वै तो भर्तिये समुदाये में बहुत आम है।,"ओह, आप इस जन्मचिह्न की बात कर रहे हैं। इसे मेकअप से आसानी से बनाया या छिपाया जा सकता है और इस तरह का टैटू भारतीय समुदाय में काफी आम है।"
original-050-s11,original-050,Murder Investigation,en,en,"श्रीमति जग्जीत, मुझे लगता है की इसकी सम्भाव्न बहुत कम्म है। इसके अलाव, हमने कमल सिन्घ के रेकोर्द में आपके खीलाफ़ एक हस्त्क्षेप के आदेश देखे हैं। उसने शिकायत की थी की आप उससे आपके द्वारा दिये गए उधार पैसोन के लिए तन्ग कर रही हैं।","श्रीमती जगजीत, इसकी संभावना बहुत कम है। इसके अलावा हमारे रिकॉर्ड में कमल सिंह द्वारा आपके खिलाफ लिया गया restraining order भी मिला है। उसने शिकायत की थी कि जो पैसे वह आपको देता था, उन्हें लेकर आप उसे परेशान कर रही थीं।"
original-050-s12,original-050,Murder Investigation,hi,hi,"ओह आपका मतलब वह कमल। आह हाँ, मुझे याद है हस्त्क्षेप अदेश। बेशक उसने उन पैसो का भुगतान कर दिया था और अब तो सब खतम हो गया है। मैं केवल $3500 के लिए किसी को क्यों मारून्गि।","ओह, आप उस कमल की बात कर रहे हैं। जी हाँ, मुझे restraining order याद है। उसने पैसे चुका दिए थे और मामला खत्म हो गया था। मैं केवल $3500 के लिए किसी की हत्या क्यों करूँगी?"
original-050-s13,original-050,Murder Investigation,en,en,"सच्चै का पता चल्ते ही मैं आप पर विश्वास करना शुरू कर दून्गि। साथ ही, आपके DNA इन रस्सियोन पर फ़ोरेन्सिक तेअम द्वार अपराध स्थल पर पे गे है। आपका इसके बारे में क्या कहना है।","जब मुझे सच पता चलेगा, तब मैं आपकी बात पर विश्वास करना शुरू करूँगा। फोरेंसिक टीम को अपराध स्थल पर मिली इन रस्सियों पर आपका DNA भी मिला है। इस बारे में आप क्या कहेंगी?"
original-050-s14,original-050,Murder Investigation,hi,hi,"ऐस लग रहा है जैसे किसी ने मेरे खिलाफ यह साजिश रचि है। मैं तब तक कुछ नहीं कहून्गि, जब तक मेरे वकील नहीं आते।",ऐसा लगता है जैसे किसी ने मुझे फँसाने की साज़िश की है। मैं अपने सॉलिसिटर के आने तक कुछ नहीं कहूँगी।
original-050-s15,original-050,Murder Investigation,en,en,ठीक। हम आपके वकील के यहान आने तक इन्तजार करेंगे।,ठीक है। हम आपके वकील के आने तक इंतज़ार करेंगे।
original-051-s01,original-051,Neighbourhood Dispute,en,en,शुभ दोपेहर रिय। मेरा नाम क्लौदिअ है और मैं इस मम्ले की जाँच पर्ताल अधिकारि हूँ। क्रिप्ये बैथ जायेइन तकि हम बात्चीत शुरू कर सकेइन।,"नमस्कार, रिया। मेरा नाम क्लॉडिया है और मैं इस मामले की जाँच अधिकारी हूँ। कृपया बैठिए ताकि हम शुरू कर सकें।"
original-051-s02,original-051,Neighbourhood Dispute,hi,hi,"शुरिय क्लौदिअ जी। मुझे सम्झ नहीं आ रहा मैं कहाँ से शुरू करु। मैंने कभि किसी का बूर नहीं किया, तो फिर इन पदोसियोन ने मेरे साथ ऐस क्यों किया।","धन्यवाद, क्लॉडिया। मुझे समझ नहीं आ रहा कि कहाँ से शुरू करूँ। मैंने कभी किसी का बुरा नहीं किया, फिर इन पड़ोसियों ने मेरे साथ ऐसा क्यों किया?"
original-051-s03,original-051,Neighbourhood Dispute,en,en,क्रिप्ये शान्त हो जायेइन। क्या पानि लेना चहेन्गि। परेशान न हो और मुझे शुरू से बतये के क्या हुआ था,कृपया शांत हो जाइए। क्या आप पानी लेंगी? तनाव मत लीजिए और शुरुआत से बताइए कि वास्तव में क्या हुआ।
original-051-s04,original-051,Neighbourhood Dispute,hi,hi,"दरसल, हमारे और हम्रे पदोसियोन के घर के बीच में एक एउकल्य्प्तुस का व्रिक्ष था। मैंने यह पेद्द अपने हाथोन से लगय था और मेरे पड़ोसी क्सेन ने मुझे पूचे बिन इसे आरि से कत्व दिअ।","दरअसल, हमारे घर और पड़ोसी के घर के बीच एक यूकेलिप्टस का पेड़ था। मैंने वह पेड़ अपने हाथों से लगाया था और हमारे पड़ोसी ज़ेन ने बिना हमारी अनुमति के चेनसॉ से उसे काट दिया।"
original-051-s05,original-051,Neighbourhood Dispute,en,en,लेकिन श्रिमन क्सेन ने बताया के उन्होने आपको सोचित किया था की पेद्द की जर्रे उन्कि तरफ़ की सेवगे पिपे को तोर्र रही है। तो आपने केह्ने का मत्लब है के उन्हें आपको इस के बारे में सूचित नहीं किया था।,लेकिन श्री ज़ेन ने कहा कि उन्होंने आपको बताया था कि पेड़ की जड़ें उनकी तरफ सीवेज पाइप तोड़ रही थीं। तो क्या आप कह रही हैं कि उन्होंने आपको इस बारे में नहीं बताया?
original-051-s06,original-051,Neighbourhood Dispute,hi,hi,"जी हाँ, उन्हो ने कहा था के उन्हें शन्क है और वह प्लुम्बेर से बात कर के मुझे बतयेन्गे। लेकिन्ग उन्हो ने पेद्द कात्ने से पहले मुझ्से पूच भी नहीं।","जी, उन्होंने कहा था कि उन्हें संदेह है और वह प्लंबर से बात करके मुझे बताएँगे। लेकिन पेड़ काटने से पहले उन्होंने मुझे बिल्कुल नहीं बताया।"
original-051-s07,original-051,Neighbourhood Dispute,en,en,ठीक है। क्या आपको अन्दज़ है के वह ऐस क्यों करेंगे। क्या आपका उन्के साथ पहले कोई विवाद हुआ है।,समझ गई। क्या आपको अंदाज़ा है कि उन्होंने ऐसा क्यों किया होगा? क्या पहले कभी आपका उनसे कोई विवाद हुआ था?
original-051-s08,original-051,Neighbourhood Dispute,hi,hi,"मुझे कोई अन्दाज़ नहीं। नहीं, मेरा पहले कभि कोई विवाद नहीं हुआ उसके साथ। लेकिन मैंने दुस्रे पदोसिओ से सुना है के वह बोह्त ही असन्वेदेन्शील और निर्दयि व्य्क्ति है। उसने एक पड़ोसी पर आरोप लगय क्योंकि पड़ोसी ने अपनी गद्दि उसके घर क सम्ने लगै थी।","मुझे कोई अंदाज़ा नहीं है। नहीं, पहले हमारा उनसे कोई विवाद नहीं हुआ। लेकिन दूसरे पड़ोसियों से सुना है कि वह बहुत असंवेदनशील और कठोर स्वभाव के हैं। उन्होंने एक पड़ोसी पर अपने घर के सामने कार खड़ी करने का भी आरोप लगाया था।"
original-051-s09,original-051,Neighbourhood Dispute,en,en,"यह अजीब है। अब आपके मुधे पर वपिस आते है। क्या आपका उसके साथ सन्चार मौखिक था या लिखित, यदि मौखिक था क्या आपे पास कोई गवह है जिस्ने आपकी बात सुनि हो।","यह अजीब है। अब आपकी समस्या पर वापस आते हैं—आपकी उनसे बातचीत मौखिक थी या लिखित? यदि मौखिक थी, तो क्या कोई गवाह था जिसने वह बातचीत सुनी हो?"
original-051-s10,original-051,Neighbourhood Dispute,hi,hi,"वह मौखिक सन्चार था। मुझे नहीं लगता हमारे पास कोई और था जिस्ने हुमरि बात सुनि हो। क्योंकि मेरे पास उसका सम्परक नंबर या ईमेल नहीं है, इस्लिए मैंने मौखिक सन्चार किया था पर मुझे लगता है की भश अव्रोध के कारण उससे मेरी बात सम्झ नहीं आई।","बातचीत मौखिक थी। मुझे नहीं लगता उस समय आसपास कोई और था। मेरे पास उनका फोन नंबर या ईमेल नहीं है, इसलिए मैंने सीधे बात की, लेकिन शायद भाषा की परेशानी के कारण वह मेरी बात ठीक से नहीं समझ पाए।"
original-051-s11,original-051,Neighbourhood Dispute,en,en,"ये बात सम्झ में आति है। तो बतये आप क्या हल्ल चाहती हैं। क्योंकि आप के पास कोई सबूत नहीं है, हमारे लिए मुश्किल होगा उन्के खिलाफ़ कोई कर्य्वै करनी।","समझ में आता है। आप किस तरह का समाधान चाहती हैं? क्योंकि आपके पास कोई प्रमाण नहीं है, इसलिए हमारे लिए उनके खिलाफ कार्रवाई करना मुश्किल होगा।"
original-051-s12,original-051,Neighbourhood Dispute,hi,hi,मैं चाहती हूँ की वह मेरे से अपनी गल्ति क लिए क्ष्म मान्गे त की उन्हें सबक मिले। इस के इलव वह मुझे एक एउकल्य्प्तुस का पौन्ध खरीद कर देन त की मैं उससे कहिन और लगा सकुन। हमारे देश में एउकल्य्प्तुस का पेद्द बोहत शुभ मन जत है।,मैं चाहती हूँ कि वह अपनी गलती के लिए माफी माँगे ताकि उसे सबक मिले। साथ ही उसे मेरे लिए नया यूकेलिप्टस का पौधा खरीदना चाहिए ताकि मैं उसे कहीं और लगा सकूँ। हमारे देश में घर में यूकेलिप्टस का पेड़ अशुभ माना जाता है।
original-051-s13,original-051,Neighbourhood Dispute,en,en,"खैर, मैं आपको मध्य्स्थत प्रक्रिया के बारे में कुछ बतति हूँ। हम आपकी मध्य्स्थ के साथ एक बैथक कर्वयेगेय जो के प्रशिक्षित और रश्त्रिये स्त्तर पर मन्यत प्रप्त है तकि हम सहायता कर सकेइन दोनो दलोन के सम्सेय है करने की।","ठीक है, मैं आपको मध्यस्थता की प्रक्रिया समझाती हूँ। हम आपकी, आपके पड़ोसी और एक प्रशिक्षित तथा राष्ट्रीय स्तर पर मान्यता प्राप्त मध्यस्थ की बैठक तय कर सकते हैं, जो दोनों पक्षों को समस्या सुलझाने में मदद करेगा।"
original-051-s14,original-051,Neighbourhood Dispute,hi,hi,ठीक है क्या आप इस्स्क जल्दि से प्रभन्ध कर्व सकते हो क्योंकि मैं अग्ले महीने अपने देवर की शादि के लिए भारत जा रही हूँ। मैं इन सब चीज़ोन को जाने से पहले सुल्झन चाहती हूँ।,ठीक है। क्या आप यह बैठक जल्दी तय कर सकती हैं? अगले महीने मुझे अपने बहनोई की शादी के लिए भारत जाना है और मैं चाहती हूँ कि उससे पहले मामला सुलझ जाए।
original-052-s01,original-052,Old Age Pension,en,en,"तो आपने हमें अपने व्रिद्धावस्थ पेंशन के आवेदन, जो की आपने पिछले शनिवार दाखिल किया था, की प्रग्ति के बारे में जान्ने के लिए संपर्क किया है। क्या यह सही है।",तो आपने पिछले शनिवार जमा किए वृद्धावस्था पेंशन आवेदन की प्रगति जानने के लिए फोन किया है। क्या यह सही है?
original-052-s02,original-052,Old Age Pension,hi,hi,जी शुक्रिय। आप ठीक बोल रही हैं। मेरे पास इसके इलाव भी कुछ और सवाल हैं।,"जी हाँ, धन्यवाद। यह सही है। इसके अलावा मेरे कुछ और सवाल भी हैं।"
original-052-s03,original-052,Old Age Pension,en,en,ज़रूर। मैं पूरि कोशिश करूँगी आपके सभी प्रश्नोन का उत्तर देने की।,ज़रूर। मैं आपके सवालों का उत्तर देने की पूरी कोशिश करूँगी।
original-052-s04,original-052,Old Age Pension,hi,hi,"सब से पहले, मुझे कितने दोल्लर मिलेन्गे। मैं बहुत ही उत्तेजित हूँ।","सबसे पहले, मुझे कितनी राशि मिलेगी? मैं जानने के लिए बहुत उत्सुक हूँ।"
original-052-s05,original-052,Old Age Pension,en,en,"खैर। जैसे की आप विवाहित हैं तो आप पर दम्प्ति दर लागु होता है जो की $424.I0 प्रत्येक के लिए और II49.20 दोनो का इकथो का होगा। प्रन्तु, आपको आय व सम्पत्ति पर्ख में से गुज़र्न होगा।","क्योंकि आप विवाहित हैं, दंपती की दर लागू होगी—प्रत्येक के लिए $424.10 और दोनों की संयुक्त दर $1149.20 है। हालाँकि आपको आय और संपत्ति की जाँच भी पूरी करनी होगी।"
original-052-s06,original-052,Old Age Pension,hi,hi,खैर इस्मेइन कोई बात नहीं। क्या यह मेरी और मेरे पति की कमायि पर निर्भर करेग क हमें कित्नि पेंशन मिलेगि।,"ठीक है, इसमें कोई समस्या नहीं है। क्या हमारी पेंशन की राशि मेरी और मेरे पति की आय पर निर्भर करेगी?"
original-052-s07,original-052,Old Age Pension,en,en,"जी हाँ, तो कल्प्न करें क आप $4I5I या इस से ज़्यादा कमा रहे हैं हर I5 दिन का, तो आपके भुगतान मैं कतुअति होगी, जो की 50 केन्त्स प्रति $2 होगी। आपको फिर भी इसके तय होने पर सूचित किया जयेग।","जी हाँ। उदाहरण के लिए यदि आपकी पखवाड़े की आय $4151 या उससे अधिक है, तो भुगतान कम हो सकता है। प्रत्येक $2 अतिरिक्त आय पर 50 सेंट की कमी हो सकती है। अंतिम निर्णय होने पर आपको सूचना मिल जाएगी।"
original-052-s08,original-052,Old Age Pension,hi,hi,ज़रूर। क्या मुझे यह भुगतान लेने के लिए यह आना पर्हेग। मैं चल नहीं सकती और मुझे बार बार यहन पर आना असुविधजनक लगता है।,ठीक है। क्या भुगतान लेने के लिए मुझे यहाँ आना होगा? मैं ठीक से चल नहीं पाती और बार-बार यहाँ आना मेरे लिए कठिन होगा।
original-052-s09,original-052,Old Age Pension,en,en,यह भुगतान सीध ही आपके खाते में दाल दिया जायेग हर 15 दिन बाद।,राशि हर पखवाड़े सीधे आपके बैंक खाते में जमा की जाएगी।
original-052-s10,original-052,Old Age Pension,hi,hi,ठीक है। मुझे याद है क पिच्लि बार किसे ने कुछ अग्रिम भुगतान के बारे में कुछ बताय था। क्या मैं इस के लिए योज्ञ हूँ। मैं यह पैस अपने घर की मुरम्मत क्र्वाने में लगा सकती हूँ।,ठीक है। पिछली बार किसी ने अग्रिम भुगतान के बारे में बताया था। क्या मैं उसके लिए पात्र हूँ? मैं उस पैसे से अपने घर की मरम्मत करवा सकती हूँ।
original-052-s11,original-052,Old Age Pension,en,en,"जी हाँ, आपको मिल सकती है। पहले मुझे कुछ चीज़ो की पुश्ति करनी होगी। क्या आप सेंटरलिंक के या औस्त्रलियै सर्कार के देन्दार हैं।","जी हाँ, आपको अग्रिम भुगतान मिल सकता है। पहले मुझे कुछ बातें पक्की करनी होंगी। क्या आप पर Centrelink या Australian Government का कोई बकाया है?"
original-052-s12,original-052,Old Age Pension,hi,hi,नहीं। मैंने हमेश दूर्द्रिश्ति से काम लिया है। मैं तो बच्पन से ही बुधापे के लिए पैसे बच रही हूँ। मैं किसी की भी एक पैसे की भी देन्दार नहीं हूँ।,नहीं। मैंने हमेशा आगे की सोचकर काम किया है। बचपन से ही बुढ़ापे के लिए पैसे बचाती आई हूँ। मुझे किसी का एक पैसा भी देना नहीं है।
original-052-s13,original-052,Old Age Pension,en,en,मैंने इस लिए पुच की अगर आप पर कोई बकाय कर्ज़ है तो आपको अग्रिम भुगतान नहिमिलेग।,मैंने इसलिए पूछा क्योंकि यदि आप पर कोई बकाया ऋण है तो आपको अग्रिम भुगतान नहीं मिलेगा।
original-053-s01,original-053,Opening a Bank Account,en,en,नमस्ते। मेरा नाम किम है और आज मैं ग्राहक सेवा प्रबंधक हूँ। मैं आपकी कैसे सहायता कर सकती हूँ।,"सुप्रभात। मेरा नाम किम है और आज मैं ग्राहक सेवा प्रबंधक हूँ। बताइए, मैं आपकी कैसे सहायता कर सकती हूँ?"
original-053-s02,original-053,Opening a Bank Account,hi,hi,मैं एक दैनिक लेन-देन खाता और एक बचत खाता खोलना चाहती हूँ। क्या दोनों आज शुरू किए जा सकते हैं।,मैं एक रोज़मर्रा के लेन-देन वाला खाता और एक बचत खाता खोलना चाहती हूँ। क्या दोनों आज ही शुरू किए जा सकते हैं?
original-053-s03,original-053,Opening a Bank Account,en,en,"हाँ, हम दोनों आवेदन शुरू कर सकते हैं। मुझे स्वीकार्य फोटो पहचान पत्र और आपके वर्तमान आवासीय पते का प्रमाण चाहिए।","जी हाँ, हम दोनों खातों के आवेदन आज शुरू कर सकते हैं। मुझे स्वीकार्य फोटो पहचान-पत्र और आपके वर्तमान आवासीय पते का प्रमाण चाहिए।"
original-053-s04,original-053,Opening a Bank Account,hi,hi,मेरे पास पासपोर्ट और ड्राइविंग लाइसेंस है। क्या प्रतियों को प्रमाणित करवाना होगा।,मेरे पास पासपोर्ट और ड्राइविंग लाइसेंस है। क्या उनकी प्रतियाँ प्रमाणित करवानी होंगी?
original-053-s05,original-053,Opening a Bank Account,en,en,यदि आप शाखा में मूल दस्तावेज दिखाती हैं तो हम यहीं सत्यापन कर सकते हैं। कृपया पहचान और कर-निवास की यह घोषणा भी भरें।,"यदि आप शाखा में मूल दस्तावेज़ दिखाती हैं, तो हम यहीं उनकी पुष्टि कर सकते हैं। कृपया यह पहचान और कर-निवास घोषणा भी पूरी करें।"
original-053-s06,original-053,Opening a Bank Account,hi,hi,मैं कुल तीन सौ डॉलर जमा करना चाहती हूँ। कृपया दोनों खातों में एक सौ पचास डॉलर जमा कर दें।,मैं कुल तीन सौ डॉलर जमा करना चाहती हूँ। कृपया दोनों खातों में एक सौ पचास डॉलर-एक सौ पचास डॉलर जमा कर दीजिए।
original-053-s07,original-053,Opening a Bank Account,en,en,ठीक है। जाँच पूरी होने के बाद खाते सामान्यतः दो कार्यदिवसों के भीतर सक्रिय हो जाने चाहिए।,ठीक है। सभी जाँच पूरी होने के बाद आम तौर पर खाते दो कार्य-दिवसों के भीतर सक्रिय हो जाने चाहिए।
original-053-s08,original-053,Opening a Bank Account,hi,hi,क्या मुझे डेबिट कार्ड अपने आप मिलेगा और उसकी पिन कैसे दी जाएगी।,क्या मुझे अपने आप डेबिट कार्ड मिलेगा? और उसका PIN मुझे कैसे दिया जाएगा?
original-053-s09,original-053,Opening a Bank Account,en,en,मंजूरी के बाद डेबिट कार्ड मँगाया जाएगा। सुरक्षा के लिए कार्ड और पिन के निर्देश अलग-अलग भेजे जाएंगे।,स्वीकृति के बाद डेबिट कार्ड ऑर्डर किया जाएगा। सुरक्षा के लिए कार्ड और PIN से जुड़े निर्देश अलग-अलग भेजे जाएँगे।
original-053-s10,original-053,Opening a Bank Account,hi,hi,मैं ऑनलाइन बैंकिंग भी इस्तेमाल करना चाहती हूँ। क्या उसका पंजीकरण आज किया जा सकता है।,मैं ऑनलाइन बैंकिंग भी इस्तेमाल करना चाहती हूँ। क्या उसका पंजीकरण आज ही पूरा किया जा सकता है?
original-053-s11,original-053,Opening a Bank Account,en,en,"हम आज पंजीकरण शुरू कर सकते हैं, लेकिन पूरा उपयोग तभी होगा जब खाते सक्रिय हों और आपके संपर्क विवरण सत्यापित हो जाएँ।","हम पंजीकरण आज शुरू कर सकते हैं, लेकिन पूरा एक्सेस खाते सक्रिय होने और आपके संपर्क विवरण की पुष्टि होने के बाद ही काम करेगा।"
original-053-s12,original-053,Opening a Bank Account,hi,hi,"ठीक है। कृपया मुझे दस्तावेजों और वर्तमान शुल्कों की सूची दे दीजिए, ताकि आवेदन जमा करने से पहले मैं सब कुछ जाँच सकूँ।","ठीक है। कृपया मुझे आवश्यक दस्तावेज़ों और वर्तमान शुल्कों की सूची दे दीजिए, ताकि आवेदन जमा करने से पहले मैं सब कुछ जाँच सकूँ।"
original-054-s01,original-054,On-shore Protection Visa,en,en,शुभ प्रभत लिअ जी। मेरा नाम अन्निए है। मैं आपके ओन-शोरे संरक्षण वीज़ा की कसे अधिकारी हूँ। क्या मैं आपक पूर नाम और जन्मतिथि से शुरू कर सकती हूँ।,"सुप्रभात, लिया। मेरा नाम एनी है और आपके ऑन-शोर प्रोटेक्शन वीज़ा आवेदन के लिए मैं आपकी केस अधिकारी हूँ। कृपया अपना पूरा नाम और जन्मतिथि बताइए।"
original-054-s02,original-054,On-shore Protection Visa,hi,hi,जी। मेरी जन्मतिथि 28 मार्च I990 है और मेरा पूर नाम लिया उकीफ़ है। <ऐन एक भारतीय हूँ।,"जी। मेरी जन्मतिथि 28 मार्च 1990 है, मेरा पूरा नाम लिया उकीफ है और मैं भारतीय हूँ।"
original-054-s03,original-054,On-shore Protection Visa,en,en,"धन्यवाद। शुरू करने से पहले, मैं आपको यह याद दिलान चाहती हूँ की शरनार्थी के रूप में मूल्यान्कन करने के लिए, आपको शरनार्थियोन की स्थिति से सम्बन्धित सन्युक्त राश्त्र सन्गथन द्वार परिभाशित माप्दन्दोन को पूर करना होगा। क्या आप इन माप्दन्दोन से परिचित हैं।",धन्यवाद। शुरू करने से पहले याद दिला दूँ कि शरणार्थी के रूप में मूल्यांकन के लिए आपको शरणार्थियों की स्थिति से संबंधित संयुक्त राष्ट्र सम्मेलन में निर्धारित मापदंडों को पूरा करना होगा। क्या आपको इन मापदंडों की जानकारी है?
original-054-s04,original-054,On-shore Protection Visa,hi,hi,जी हाँ मैं अव्गत हूँ। मुझे और मेरे साथी अस्थायी निवासियोन को प्रतादित किया जात था क्योंकि हम विभिन्न धार्मिक प्रविर्ति से हैं। लिस वर्श तो हद्द ही हो ज्ञि और मैंने अपने परिवार के साथ देश छोदने का निश्चेय किया।,"जी हाँ। अलग धार्मिक पृष्ठभूमि के कारण मुझे और मेरे जैसे अस्थायी निवासियों को प्रताड़ित किया जाता है। इस साल स्थिति बहुत खराब हो गई, इसलिए मैंने अपने परिवार के साथ देश छोड़ने का निर्णय लिया।"
original-054-s05,original-054,On-shore Protection Visa,en,en,ठीक। पेह्ल सवाल मैं पूछन चाह्ति हूँ की आप इसै धर्म के किस सम्प्रदाय से हैं।,ठीक है। मेरा पहला सवाल है—आप ईसाई धर्म के किस संप्रदाय से हैं?
original-054-s06,original-054,On-shore Protection Visa,hi,hi,मैं सर्व्जनिक हूँ। मैं 13 वर्श की थी जब मेरे माता पीत ने बप्तिस्म अपनाय था।,मैं धर्मनिरपेक्ष व्यक्ति हूँ। जब मैं 13 साल की थी तब मेरे माता-पिता ने मेरा बपतिस्मा करवाया था।
original-054-s07,original-054,On-shore Protection Visa,en,en,शुरत के लिए क्या आप मुझे बता सकती है की आपको इस देश में शरन क्यों चाहिए।,ठीक है। कृपया संक्षेप में बताइए कि आप इस देश में शरण क्यों माँग रही हैं।
original-054-s08,original-054,On-shore Protection Visa,hi,hi,मैं एक छोते से कस्बे मलेर्कोत्ल में रहती थी। जहान की ज़्यादा तर्र अबादि मुस्ल्मान है। बोहत से सव्जनिक लोगोन को चोत्त पौन्चै और कुछ तो मारे भी ज्ञे।,"मैं मलेरकोटला नाम के एक छोटे शहर में रहती थी, जहाँ अधिकतर आबादी मुस्लिम है। कई धर्मनिरपेक्ष लोगों को नुकसान पहुँचाया गया और कुछ की हत्या भी हुई।"
original-054-s09,original-054,On-shore Protection Visa,en,en,यदि आप वपिस जाति हैं तो क्या होगा।,आपको क्या लगता है कि यदि आप वापस गईं तो क्या होगा?
original-054-s10,original-054,On-shore Protection Visa,hi,hi,यदि मैं वापस जाति हूँ तो वहन एक तो जातिवाद बहुत है और दूसरी बात यह है की दोनोन पक्षोन के बीच अक्सर झगदे होते हैं। पिछले महीने ही मुझे और मेरी बहनोन को एक गिर्जघर से अगव कर लिया और एक छोते से कमरे में बन्द कर दिया था।,अगर मैं वापस गई तो एक समस्या नस्लवाद की है और दूसरी यह कि दोनों पक्षों में अक्सर झगड़े होते हैं। पिछले महीने ही मुझे और मेरी बहनों को एक चर्च से अगवा करके एक छोटे कमरे में बंद कर दिया गया था।
original-054-s11,original-054,On-shore Protection Visa,en,en,अच्छा। फिर क्या हुआ।,ठीक है। उसके बाद क्या हुआ?
original-054-s12,original-054,On-shore Protection Visa,hi,hi,मैं वहान से भाग गई। किसी तरह मेरे एक मित्र ने मुझे नाव का टिकट खरीदने में मदद की। जिसकी के कारण मैं और कुछ शरनार्थी वहान से भागकर यहान आ गे।,मैं वहाँ से भाग निकली। किसी तरह मेरे एक मित्र ने नाव का टिकट खरीदने में मदद की। उसी की वजह से मैं और कुछ अन्य शरणार्थी वहाँ से निकलकर यहाँ आ पाए।
original-054-s13,original-054,On-shore Protection Visa,en,en,"ठीक है धन्यवाद। अब अन्तिम फ़ैसल सीम सुरक्ष विभाग पर निर्भर कर्त है। जब तक आप निर्णय की प्रतीक्ष करेंगे, तब तक आप निश्चित रूप से रह सकते हैं। मुझे आश है की परिनाम सकारात्मक होगा।","ठीक है, धन्यवाद। अब अंतिम निर्णय Department of Border Protection को करना है। निर्णय आने तक आप यहाँ रह सकती हैं। आशा है परिणाम आपके पक्ष में होगा।"
original-055-s01,original-055,Parent Teacher Meeting,en,en,"नमस्ते, म्र्स। शर्म। कैसे चल रहा है। आपको इन्तेज़ार कर्वने के लिए माफ़ि चाहती हूँ। मैं दविन हूँ, आरोन की विज्ञान की अध्यपिक।","नमस्ते, श्रीमती शर्मा। कैसी हैं? इंतज़ार करवाने के लिए माफ कीजिए। मैं डेविना हूँ, एरन की विज्ञान शिक्षिका।"
